"Област","Община","Населено място","Училище","Код по Админ","Бр. БЕЛ(ООП) З","Ср.усп.  БЕЛ(ООП) З","Бр. Мат(ПП) З","Ср.усп. Мат(ПП) З","Бр. Ист(ПП) З","Ср.усп. Ист(ПП) З","Бр. ФА(ПП) З","Ср.усп. ФА(ПП) З","Бр. ГИ(ПП) З","Ср.усп. ГИ(ПП) З","Бр. ХООС(ПП) З","Ср.усп. ХООС(ПП) З","Бр. Фил(ПП) З","Ср.усп. Фил(ПП) З","Бр. БЗО(ПП) З","Ср.усп. БЗО(ПП) З","Бр. Инф(ПП) З","Ср.усп. Инф(ПП) З","Бр. ИТ(ПП) З","Ср.усп. ИТ(ПП)З","Бр. МУЗ(ПП) З","Ср.усп. МУЗ(ПП) З","Бр. ИИ(ПП) З","Ср.усп. ИИ(ПП) З","Бр. Пр(ПП) З","Ср.усп. Пр(ПП) З","Бр. АЕ(ПП) B1-З","Ср.усп. АЕ(ПП) B1-З","Бр. АЕ(ПП) B1.1-З","Ср.усп. АЕ(ПП) B1.1-З","Бр. АЕ(ПП) B2-З","Ср.усп.  АЕ(ПП) B2-З","Бр. РЕ(ПП) B1-З","Ср.усп. РЕ(ПП) B1-З","Бр. РЕ(ПП) B1.1-З","Ср.усп. РЕ(ПП) B1.1-З","Бр. РЕ(ПП) B2-З","Ср.усп.  РЕ(ПП) B2-З","Бр. НЕ(ПП) B1-З","Ср.усп. НЕ(ПП) B1-З","Бр. НЕ(ПП) B1.1-З","Ср.усп. НЕ(ПП) B1.1-З","Бр. НЕ(ПП) B2-З","Ср.усп. НЕ(ПП) B2-З","Бр. ИЕ(ПП) B1-З","Ср.усп.  ИЕ(ПП) B1-З","Бр. ИЕ(ПП) B1.1-З","Ср.усп. ИЕ(ПП) B1.1-З","Бр. ИЕ(ПП) B2-З","Ср.усп. ИЕ(ПП) B2-З","Бр. ФЕ(ПП) B1-З","Ср.усп. ФЕ(ПП) B1-З","Бр. ФЕ(ПП) B1.1-З","Ср.усп. ФЕ(ПП) B1.1-З","Бр. ФЕ(ПП)  B2-З","Ср.усп. ФЕ(ПП)  B2-З","Бр. ИТЕ(ПП) B1-З","Ср.усп. ИТЕ(ПП) B1-З","Бр. ИТЕ(ПП) B1.1-З","Ср.усп.  ИТЕ(ПП) B1.1-З","Бр. ИТЕ(ПП) B2-З","Ср.усп. ИТЕ(ПП) B2-З","Бр. ДИППК З","Ср.усп. ДИППК З","Бр. ДИППК-Пр З","Ср.усп. ДИППК-Пр З"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Професионална гимназия по механотехника ""Професор Цветан Лазаров""","1690572","88","3,16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","3,17","23","5,45"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Професионална гимназия по машиностроене","1690573","20","2,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","4,1","",""
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище Димитър Матевски""","1690642","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище ""Свети Софроний Врачански""","1690644","22","3,62","","","","","","","13","4,06","","","","","","","","","1","3,99","","","","","8","4,21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СРЕДНО УЧИЛИЩЕ ""ЧЕРНОРИЗЕЦ ХРАБЪР""","1690645","47","4,19","","","","","","","17","4,19","","","","","","","","","2","2,92","","","","","8","4,31","","","12","4,92","8","4,95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ЧАСТНО СРЕДНО УЧИЛИЩЕ ""ДРУЖБА""","1690901","12","4,14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","4,13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Частна профилирана гимназия ""Класик""","1690904","13","3,98","","","","","","","3","3,88","","","","","","","","","","","","","","","","","","","","","9","4,39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Частна профилирана гимназия Едмънд Бърк","1690906","4","3,72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3,08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Частна езикова гимназия ""Стоян Сариев""","1690909","7","4,37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","4,52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Частна професионална гимназия по икономика и управление","1690910","3","4,5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","5,97"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Национално училище за музикално и танцово изкуство ""Добрин Петков""","2902102","20","4,44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","4,65","",""
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Национална гимназия за сценични и екранни изкуства","2902302","42","4,36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","4,24","",""
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Национална художествена гимназия ""Цанко Лавренов""","2902402","46","4,44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","5,27","",""
"ПЛОВДИВ","ПЪРВОМАЙ","ГР.ПЪРВОМАЙ","Средно училище ""Проф. д-р Асен Златаров""","1602314","48","4,1","","","","","","","","","","","","","5","2,76","1","5,03","4","3,91","","","","","9","2,8","","","","","27","4,78","","","2","5,83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ПЛОВДИВ","ПЪРВОМАЙ","ГР.ПЪРВОМАЙ","Професионална гимназия по селско стопанство ""Васил Левски""","1602315","44","3,01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","3,67","35","4,94"
"ПЛОВДИВ","РАКОВСКИ","ГР.РАКОВСКИ","Професионална гимназия ""Петър Парчевич""","1602511","50","2,35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","2,55","",""
"ПЛОВДИВ","РАКОВСКИ","С.БЕЛОЗЕМ","Професионална гимназия по селско стопанство","1602510","13","2,1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","4,6"
"ПЛОВДИВ","САДОВО","ГР.САДОВО","Професионална селскостопанска гимназия","1602810","18","2,15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","2","5","3,63"
"ПЛОВДИВ","СОПОТ","ГР.СОПОТ","Средно училище ""Иван Вазов""","1601303","5","2,83","","","","","","","","","","","","","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ПЛОВДИВ","СОПОТ","ГР.СОПОТ","Професионална гимназия ""Генерал Владимир Заимов""","1601363","119","3,67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118","4,85"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","ГР.СТАМБОЛИЙСКИ","Средно училище Отец Паисий","1602907","22","3,01","","","","","","","3","2,34","","","","","","","","","","","","","","","1","2","14","4,15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ПЛОВДИВ","СЪЕДИНЕНИЕ","ГР.СЪЕДИНЕНИЕ","Средно училище ""Христо Ботев""","1603301","16","2,67","","","","","","","","","","","","","10","2,2","","","6","2,94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ПЛОВДИВ","ХИСАРЯ","ГР.ХИСАРЯ","Средно училище ""Христо Смирненски""","1603708","30","2,7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","3,62","",""
"РАЗГРАД","ЗАВЕТ","ГР.ЗАВЕТ","Средно училище ""Свети Свети Кирил и Методий""","1701101","19","2,54","","","","","","","3","5,12","","","","","16","2,73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РАЗГРАД","ЗАВЕТ","ГР.ЗАВЕТ","Професионална гимназия по земеделие ""Климент Тимирязев""","1701102","7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","3,49","",""
"РАЗГРАД","ИСПЕРИХ","ГР.ИСПЕРИХ","Профилирана гимназия ""ВАСИЛ ЛЕВСКИ""","1701401","55","3,46","","","3","3,91","","","8","3,32","5","3,32","","","15","3,75","","","","","","","","","","","","","","","24","2,92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РАЗГРАД","ИСПЕРИХ","ГР.ИСПЕРИХ","Професионална гимназия по селско стопанство ""Хан Аспарух""","1701405","53","2,56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","3,29","2","4,28"
"РАЗГРАД","КУБРАТ","ГР.КУБРАТ","Средно училище ""Христо Ботев""","1701601","43","4,15","","","23","4,3","","","","","","","","","5","4,13","","","3","3,86","","","","","","","","","","","12","5,27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РАЗГРАД","КУБРАТ","ГР.КУБРАТ","Професионална гимназия","1701602","18","2,63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","15","4,07"
"РАЗГРАД","ЛОЗНИЦА","ГР.ЛОЗНИЦА","ПГВМЗ ""Ал. Стамболийски""","1701702","24","3,01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","4,63","",""
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Професионална гимназия по икономика ""Робер Шуман""","1702601","69","3,69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","3,61","61","4,39"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Национална професионална техническа гимназия ""Шандор Петьофи""","1702602","96","3,02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","3,11","17","4,66"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Професионална гимназия по химични технологии и биотехнологии ""Мария Кюри""","1702603","28","2,79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","4,48","4","6"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Професионална гимназия по селско стопанство и хранително-вкусови технологии ""Ангел Кънчев""","1702604","20","2,31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","4,61"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Професионална гимназия по транспорт и строителство ""Христо Смирненски""","1702607","11","2,27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","3,48","",""
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Профилирана гимназия с преподаване на чужди езици ""Екзарх Йосиф""","1702608","98","4,52","3","3,34","3","4,55","","","5","4,2","","","","","4","3,58","","","","","","","","","","","","","15","5,34","66","4,76","","","","","","","","","","","2","4,92","","","","","","","","","","","","","","","","","","","","","",""
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Профилирана природоматематическа гимназия ""Академик Никола Обрешков""","1702609","106","4,73","5","5,12","","","2","2,59","1","4,57","","","","","14","4,01","6","4,35","4","3,5","","","","","","","","","","","74","4,58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Професионална гимназия по облекло ""Станка Николица Спасо-Еленина""","1702629","12","2,18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","3,71","4","5,39"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Спортно училище - Разград","1702640","20","2,99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","5,13","",""
"РАЗГРАД","САМУИЛ","С.САМУИЛ","Средно училище ""Свети Свети Кирил и Методий""","1702901","30","3,28","","","","","","","","","","","","","30","4,22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РАЗГРАД","ЦАР КАЛОЯН","ГР.ЦАР КАЛОЯН","Средно училище ""Христо Ботев""","1703601","9","3,17","","","","","","","7","3,6","","","","","2","3,25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","БЯЛА","ГР.БЯЛА","Средно училище ""Панайот Волов""","1802004","35","3,57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","3,2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","БЯЛА","ГР.БЯЛА","Професионална гимназия","1802005","26","2,28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","18","5,43"
"РУСЕ","ВЕТОВО","ГР.ВЕТОВО","Средно училище ""Васил Левски"" с професионални паралелки","1803001","7","2,76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","4,52","",""
"РУСЕ","ВЕТОВО","ГР.ГЛОДЖЕВО","Средно училище ""Христо Ботев""","1803005","7","3,28","","","","","","","","","","","","","","","","","7","3,02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","ДВЕ МОГИЛИ","ГР.ДВЕ МОГИЛИ","Средно училище ""Св. св. Кирил и Методий""","1804007","16","3,44","","","6","4,42","","","","","","","","","","","","","6","2","","","","","","","4","4,3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","ДВЕ МОГИЛИ","ГР.ДВЕ МОГИЛИ","Професионална гимназия по селско стопанство ""К. А. Тимирязев""","1804008","21","2,33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","4,78","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Английска езикова гимназия "" Гео Милев""","1806201","102","4,73","1","6","1","4,55","","","","","","","","","2","3,83","","","","","","","","","2","4,93","","","","","95","5,16","","","","","","","","","1","4,91","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Математическа гимназия ""Баба Тонка""","1806202","131","4,98","41","5,05","","","","","","","7","3,38","","","5","4,12","15","3,98","14","4,35","","","","","","","","","","","49","5,33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Средно училище за европейски езици ""Свети Константин-Кирил Философ""","1806203","101","4,53","","","","","","","2","4,52","","","","","7","3,88","","","2","4,4","","","","","","","","","50","5,07","24","5,36","","","1","4,68","12","3,85","","","","","2","4,32","","","","","1","4,46","","","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Средно училище с преподаване на немски език ""Фридрих Шилер""","1806204","74","4,43","","","","","","","","","","","6","4,46","","","","","5","3,58","","","","","","","","","51","5,42","","","","","","","","","","","","","12","4,33","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Средно училище ""Христо Ботев""","1806207","77","4,23","2","4,4","11","4,57","","","14","4,43","2","3,42","","","24","3,83","","","24","3,07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Средно училище ""Възраждане""","1806208","24","3,94","","","","","","","","","","","","","","","1","2","10","3,1","","","","","","","","","","","12","3,91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Средно училище ""Васил Левски""","1806209","52","4,04","2","3,99","6","4,59","","","","","","","","","14","3,01","","","","","","","","","","","","","7","5,2","22","4,57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Духовно училище","1806210","4","2,99","","","","","","","4","2,85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Първо частно средно училище ""Леонардо да Винчи"" ООД","1806213","5","3,87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3,67","","","","","","","","","","","","","","","","","","","","","1","5,77","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Частна профилирана английска гимназия ""Джордж Байрон""","1806215","2","3,27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","3,04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Професионална гимназия по електротехника и електроника ""Апостол Арнаудов""","1806301","65","3,68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","3,98","49","5,24"
"РУСЕ","РУСЕ","ГР.РУСЕ","Професионална гимназия по дървообработване и вътрешна архитектура "" Йосиф Вондрак"" - Русе","1806302","23","3,2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","4,5","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Професионална гимназия по селско стопанство ""Ангел Кънчев""","1806305","14","2,34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","2,79","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО МЕХАНОТЕХНИКА ""ЮРИЙ ГАГАРИН""","1806306","24","2,27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","4,25","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Професионална гимназия по облекло ""Недка Иван Лазарова""","1806307","65","2,71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","4,8","57","4,75"
"РУСЕ","РУСЕ","ГР.РУСЕ","Професионална гимназия по туризъм ""Иван П. Павлов""","1806309","88","3,82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","4,9","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Професионална гимназия по икономика и управление Елиас Канети""","1806310","102","4,17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","5,09"
"РУСЕ","РУСЕ","ГР.РУСЕ","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО РЕЧНО КОРАБОСТРОЕНЕ И КОРАБОПЛАВАНЕ","1806311","34","2,92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","4,16","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Професионална гимназия по транспорт","1806312","24","3,2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4,38","22","5,22"
"РУСЕ","РУСЕ","ГР.РУСЕ","Професионална гимназия по строителство архитектура и геодезия ""Пеньо Пенев""","1806313","35","3,75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","3,93","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Професионална гимназия по промишлени технологии ""Атанас Цонев Буров""","1806315","23","2,3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","3,59","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Спортно училище ""Майор Атанас Узунов""","1806401","26","2,57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","4,66","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ""ПРОФ.ВЕСЕЛИН СТОЯНОВ""","2902105","39","3,78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","3,54","",""
"РУСЕ","СЛИВО ПОЛЕ","ГР.СЛИВО ПОЛЕ","Средно училище ""Св.Паисий Хилендарски""","1807008","8","3,7","","","","","","","","","","","","","8","2,83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СИЛИСТРА","ГЛАВИНИЦА","ГР.ГЛАВИНИЦА","Средно училище ""Васил Левски""","1900201","24","2,98","","","","","","","8","3,86","","","","","","","","","13","2,16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СИЛИСТРА","ДУЛОВО","ГР.ДУЛОВО","Средно училище ""Васил Левски""","1900301","57","3,92","","","1","5,82","","","21","4,68","6","4,33","","","29","3,49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СИЛИСТРА","ДУЛОВО","ГР.ДУЛОВО","Професионална гимназия по облекло обслужване и транспорт","1900327","50","3,52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","4,02","",""
"СИЛИСТРА","ДУЛОВО","С.ОКОРШ","Средно училище ""Йордан Йовков""","1900302","15","3,76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2,3","14","5,16"
"СИЛИСТРА","ДУЛОВО","С.ПАИСИЕВО","Средно училище ""Христо Ботев""","1900303","13","2,82","","","","","","","13","3,58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СИЛИСТРА","КАЙНАРДЖА","С.СРЕДИЩЕ","Професионална гимназия по механизация на селското стопанство ""Никола Йонков Вапцаров""","1900405","22","2,54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","4,7"
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Средно училище ""Никола Йонков Вапцаров""","1900502","20","3,93","","","2","5,19","","","1","3,97","","","","","14","2,98","","","","","","","","","","","","","","","2","5,04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Природоматематическа гимназия ""Св.Климент Охридски""","1900503","72","4,45","13","5,21","","","","","","","","","14","4,45","","","","","4","3,36","","","","","","","","","","","41","4,45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Езикова гимназия ""Пейо Яворов""","1900504","54","4,76","","","1","5,77","","","","","","","","","","","","","","","","","","","","","","","17","5,34","28","5,04","","","","","","","","","","","7","4,94","","","","","","","","","1","4,59","","","","","","","","","","","",""
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Професионална гимназия по механотехника ""Владимир Комаров""","1900505","43","2,71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","3,95","",""
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Професионална гимназия по стопанско управление, администрация и услуги ""Атанас Буров""","1900506","71","3,84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","4,82","47","5,2"
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Професионална земеделска гимназия ""Добруджа""","1900507","17","2,51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","3,15","1","5,4"
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Професионална гимназия по строителство ""Пеньо Пенев""","1900508","13","3,09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","4,24","7","4,95"
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Професионална гимназия по производствени технологии ""Евлогий Георгиев""","1900510","21","3,3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","4,5","",""
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Спортно училище ""Дръстър""","1900528","15","2,91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","4,16","",""
"СИЛИСТРА","СИТОВО","С.СИТОВО","Професионална гимназия по селско стопанство","1900605","20","2,46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","4,02","",""
"СИЛИСТРА","ТУТРАКАН","ГР.ТУТРАКАН","Средно училище ""Йордан Йовков""","1900701","37","3,96","","","4","3,1","","","8","2,9","1","2","","","","","","","13","3,72","","","","","","","1","4,91","","","10","4,89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СИЛИСТРА","ТУТРАКАН","ГР.ТУТРАКАН","Средно училище ""Христо Ботев""","1900702","33","3,75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","4,91","",""
"СЛИВЕН","КОТЕЛ","ГР.КОТЕЛ","Средно училище ""Георги Стойков Раковски""","2000201","46","2,66","","","","","","","","","","","","","7","2,78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","3,35","",""
