"Област","Община","Населено място","Училище","Код по АДМИН","БЕЛ Явили се","БЕЛ Ср. успех в точки","МАТ Явили се","МАТ  Ср. успех в точки"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","Основно училище ""Д-р Иван Селимински""","2000107","74","83,58","74","71,26"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","Основно училище ""Димитър Петров""","2000108","63","78,81","63","56"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","Средно училище "" Пейо Крачолов Яворов ""","2000109","66","72,57","67","49,99"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","Основно училище ""Братя Миладинови""","2000110","117","15,02","113","17,32"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","Основно училище ""Панайот Хитов""","2000111","18","65,33","19","39,47"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","Основно училище ""Юрий Гагарин""","2000112","104","21,81","104","29,22"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","Основно училище ""Свети свети Кирил и Методий""","2000113","12","69,17","12","46,42"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","Средно училище ""Йордан Йовков""","2000114","28","76,21","28","64,5"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","Средно училище ""Константин Константинов""","2000115","105","76,47","102","59,91"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","Основно училище ""Елисавета Багряна""","2000116","85","79,81","85","65,01"
"СЛИВЕН","СЛИВЕН","С.БЛАТЕЦ","Основно училище ""Свети Климент Охридски""","2000132","35","41,99","34","42,65"
"СЛИВЕН","СЛИВЕН","С.БЯЛА","Основно училище ""Хаджи Димитър""","2000131","7","63,29","7","59,29"
"СЛИВЕН","СЛИВЕН","С.ГАВРАИЛОВО","Основно училище "" Найден Геров ""","2000136","13","36,19","13","31,69"
"СЛИВЕН","СЛИВЕН","С.ЖЕЛЮ ВОЙВОДА","Основно училище ""Д-р Петър Берон""","2000138","19","40,71","18","33,39"
"СЛИВЕН","СЛИВЕН","С.ЗЛАТИ ВОЙВОДА","Основно училище ""Братя Миладинови""","2000139","10","38,9","9","39,78"
"СЛИВЕН","СЛИВЕН","С.КАМЕН","Основно училище ""Свети Свети Кирил и Методий""","2000141","16","33,06","16","35,06"
"СЛИВЕН","СЛИВЕН","С.КРУШАРЕ","Обединено училище ""Черноризец Храбър""","2000142","14","53,5","14","34,93"
"СЛИВЕН","СЛИВЕН","С.САМУИЛОВО","Основно училище ""Христо Ботев""","2000147","34","38,62","34","23,32"
"СЛИВЕН","СЛИВЕН","С.СЕЛИМИНОВО","Основно училище ""Хаджи Димитър""","2000149","13","29,15","13","12,15"
"СЛИВЕН","СЛИВЕН","С.СОТИРЯ","Основно училище ""Свети Паисий Хилендарски""","2000146","32","24,03","32","12,75"
"СЛИВЕН","СЛИВЕН","С.СТАРА РЕКА","Основно училище ""Васил Левски""","2000148","3","55,5","3","37,33"
"СЛИВЕН","СЛИВЕН","С.ТОПОЛЧАНЕ","Основно училище ""Свети Паисий Хилендарски""","2000150","49","32,58","45","23,84"
"СЛИВЕН","СЛИВЕН","С.ЧИНТУЛОВО","Начално училище ""Христо Ботев""","2000151","8","56,38","8","34,25"
"СЛИВЕН","ТВЪРДИЦА","ГР.ТВЪРДИЦА","Средно училище ""Неофит Рилски""","2000402","62","40,53","66","25,59"
"СЛИВЕН","ТВЪРДИЦА","ГР.ШИВАЧЕВО","Средно училище ""Георги Алексиев Каравелов""","2000408","27","43,96","27","32,22"
"СЛИВЕН","ТВЪРДИЦА","С.БЯЛА ПАЛАНКА","Основно училище ""Никола Йонков Вапцаров""","2000405","6","61","6","54"
"СЛИВЕН","ТВЪРДИЦА","С.ОРИЗАРИ","Начално училище ""Христо Ботев""","2000406","9","50,94","9","27,78"
"СЛИВЕН","ТВЪРДИЦА","С.СБОРИЩЕ","Основно училище ""Никола Прокопиев""","2000407","14","32,39","14","24,79"
"СМОЛЯН","БАНИТЕ","С.БАНИТЕ","Средно училище ""Христо Ботев""","2100201","9","77,78","8","92,75"
"СМОЛЯН","БАНИТЕ","С.ДАВИДКОВО","Основно училище ""Св.Св. Кирил и Методий""","2100203","6","73,67","6","57,17"
"СМОЛЯН","БОРИНО","С.БОРИНО","Средно училище ""Никола Йонков Вапцаров""","2100301","9","72,67","9","54,44"
"СМОЛЯН","БОРИНО","С.ЯГОДИНА","Основно училище ""Отец Паисий""","2100303","2","85,25","2","86,5"
"СМОЛЯН","ДЕВИН","ГР.ДЕВИН","Средно училище ""Христо Ботев""","2100401","34","79,43","34","61,35"
"СМОЛЯН","ДЕВИН","ГР.ДЕВИН","Основно училище ""Св.Св.Кирил и Методий""","2100409","4","87,25","4","62,25"
"СМОЛЯН","ДЕВИН","С.ГРОХОТНО","Основно училище ""Гео Милев""","2100405","9","76,5","9","75,56"
"СМОЛЯН","ДЕВИН","С.ГЬОВРЕН","Основно училище ""Пейо Крачолов Яворов""","2100406","7","83","7","39,71"
"СМОЛЯН","ДЕВИН","С.ЛЯСКОВО","Основно училище ""Христо Ботев""","2100407","2","82,5","2","54,5"
"СМОЛЯН","ДЕВИН","С.ТРИГРАД","Основно училище ""Иван Вазов""","2100413","1","80,5","1","48"
"СМОЛЯН","ДОСПАТ","ГР.ДОСПАТ","Средно училище ""Димитър Благоев""","2101001","17","76,26","17","81,41"
"СМОЛЯН","ДОСПАТ","С.БАРУТИН","Основно училище ""Никола Йонков Вапцаров""","2101005","12","74,29","12","42,75"
"СМОЛЯН","ДОСПАТ","С.БРЪЩЕН","Основно училище "" Яне Сандански ""","2101009","5","83,6","5","74"
"СМОЛЯН","ДОСПАТ","С.ЗМЕИЦА","Основно училище ""Васил Левски""","2101003","8","76,75","8","67,75"
"СМОЛЯН","ДОСПАТ","С.КЪСАК","Основно училище ""Христо Ботев""","2101004","5","79,3","5","56,6"
"СМОЛЯН","ДОСПАТ","С.ЛЮБЧА","Основно училище ""Христо Ботев""","2101007","3","53,67","3","49,67"
"СМОЛЯН","ДОСПАТ","С.ЦРЪНЧА","Основно училище "" Никола Йонков Вапцаров""","2101008","3","73","3","59"
"СМОЛЯН","ДОСПАТ","С.ЧАВДАР","Основно училище ""Васил Левски""","2101006","4","85,63","4","78"
"СМОЛЯН","ЗЛАТОГРАД","ГР.ЗЛАТОГРАД","Основно училище ""Васил Левски""","2100606","48","80,66","48","78,33"
"СМОЛЯН","ЗЛАТОГРАД","С.ДОЛЕН","ОСНОВНО УЧИЛИЩЕ ""Свети Свети Кирил и Методий""","2100605","3","84,33","3","68,67"
"СМОЛЯН","ЗЛАТОГРАД","С.ЕРМА РЕКА","Основно училище ""Васил Левски""","2100607","2","90","2","77,5"
"СМОЛЯН","ЗЛАТОГРАД","С.СТАРЦЕВО","Средно училище ""Свети княз Борис I""","2100602","22","73,32","22","52,09"
"СМОЛЯН","МАДАН","ГР.МАДАН","Средно училище ""Отец Паисий""","2100701","50","77,58","50","67"
"СМОЛЯН","МАДАН","С.БОРОВИНА","Основно училище ""ВАСИЛ ЛЕВСКИ""","2100706","1","83","1","74"
"СМОЛЯН","МАДАН","С.БУКОВА ПОЛЯНА","Основно училище ""Христо Ботев""","2100708","3","79,67","3","74,33"
"СМОЛЯН","МАДАН","С.ВЪРБИНА","Средно училище ""Св. Св. Кирил и Методий""","2103341","7","77,36","7","56,43"
"СМОЛЯН","МАДАН","С.СРЕДНОГОРЦИ","ОСНОВНО УЧИЛИЩЕ ""ПЕТКО РАЧОВ СЛАВЕЙКОВ""","2100709","4","65,38","4","39,75"
"СМОЛЯН","НЕДЕЛИНО","ГР.НЕДЕЛИНО","Средно училище "" Свети Свети Кирил и Методий""","2100501","26","80,44","26","64,81"
"СМОЛЯН","РУДОЗЕМ","ГР.РУДОЗЕМ","Средно училище Свети свети Кирил и Методий","2100801","56","80,77","57","64,51"
"СМОЛЯН","РУДОЗЕМ","С.ЕЛХОВЕЦ","Основно училище ""Христо Ботев""","2100804","6","80,67","6","89,67"
"СМОЛЯН","РУДОЗЕМ","С.ЧЕПИНЦИ","Средно училище ""Христо Ботев""","2100802","13","83,35","13","80,23"
"СМОЛЯН","СМОЛЯН","ГР.СМОЛЯН","Средно училище ""Св. Св. Кирил и Методий""","2100103","36","74,58","36","62,78"
"СМОЛЯН","СМОЛЯН","ГР.СМОЛЯН","Средно училище ""Отец Паисий""","2100105","17","86,24","17","73,47"
"СМОЛЯН","СМОЛЯН","ГР.СМОЛЯН","Основно училище ""Професор доктор Асен Златаров""","2100107","46","82,27","46","70,09"
"СМОЛЯН","СМОЛЯН","ГР.СМОЛЯН","Основно училище ""Стою Шишков""","2100109","19","79,89","19","53,74"
"СМОЛЯН","СМОЛЯН","ГР.СМОЛЯН","ОСНОВНО УЧИЛИЩЕ ""ИВАН ВАЗОВ""","2100110","69","83,93","69","74,8"
"СМОЛЯН","СМОЛЯН","С.АРДА","Основно училище ""Св. Св. Кирил и Методий""","2100119","1","81,5","1","92"
"СМОЛЯН","СМОЛЯН","С.МОМЧИЛОВЦИ","Основно училище ""Св. Св. Кирил и Методий""","2100122","8","76,38","8","54"
"СМОЛЯН","СМОЛЯН","С.СМИЛЯН","ОСНОВНО УЧИЛИЩЕ ""СВ. СВ. КИРИЛ И МЕТОДИЙ""","2100124","13","78,73","13","58,54"
"СМОЛЯН","СМОЛЯН","С.ТЪРЪН","Основно училище ""Стою Шишков""","2100125","6","83,83","6","61,83"
"СМОЛЯН","ЧЕПЕЛАРЕ","ГР.ЧЕПЕЛАРЕ","Средно Училище ""Васил Дечев""","2100901","32","73,27","32","57,69"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.БАНКЯ","78. Средно училище ""Христо Смирненски""","2201078","72","70,65","72","52,11"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.БАНКЯ","Частно начално училище ""Фоти""","2201505","2","76,25","2","51"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.НОВИ ИСКЪР","170 Средно училище ""Васил Левски""","2215170","66","81,33","67","63"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.НОВИ ИСКЪР","171 ОСНОВНО УЧИЛИЩЕ ""СТОИЛ ПОПОВ""","2215171","46","84,16","46","67,89"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.НОВИ ИСКЪР","172 Обединено училище ""Христо Ботев""","2215172","3","62","4","45"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ЧОУ ""Роналд Лаудер""","2200021","5","85,8","5","68"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частно средно училище ""Наука за деца""","2200024","31","85,58","31","85,9"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частно основно училище Прогресивно образование 3 - София","2200037","15","80,1","15","71,53"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частно основно училище ""Цар Симеон Велики""","2201515","8","85,19","8","66,63"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","2 Средно училище ""Академик Емилиян Станев ""","2202002","129","81,6","128","69,81"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","5 Основно училище ""Иван Вазов""","2202005","113","81,95","113","74,83"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","26 Средно училище ""Йордан Йовков""","2202026","72","80,71","72","67,82"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","50. ОСНОВНО УЧИЛИЩЕ ""ВАСИЛ ЛЕВСКИ""","2202050","43","78,36","42","71,1"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","52. основно училище ""Цанко Церковски""","2202052","54","80,69","54","64,26"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","64 основно училище "" Цар Симеон Велики ""","2202064","35","80,41","35","71,26"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частно профилирано средно училище ""Свети Наум""","2202534","3","90,33","3","73,67"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ЧСУ ""Рьорих"" с ранно чуждоезиково обучение и разширено изучаване на музика и изобразително изкуство","2202535","21","78,33","22","66,5"
