Област,Община,Населено място,Училище,Код по Админ,БЕЛ,,МАТ,
,,,,,Явили се,Ср. успех в точки,Явили се,Ср. успех в точки
КЮСТЕНДИЛ,САПАРЕВА БАНЯ,ГР.САПАРЕВА БАНЯ,"Средно училище ""Христо Ботев""",1000009,50,59.48,50,48.16
КЮСТЕНДИЛ,ТРЕКЛЯНО,С.ТРЕКЛЯНО,"Основно училище ""Св. Климент Охридски""",1000007,4,14.5,4,25.5
ЛОВЕЧ,АПРИЛЦИ,ГР.АПРИЛЦИ,"Средно училище ""Васил Левски""",1100108,21,68.62,21,56.38
ЛОВЕЧ,ЛЕТНИЦА,ГР.ЛЕТНИЦА,"Средно училище ""Бачо Киро""",1100201,18,36.56,18,38.42
ЛОВЕЧ,ЛОВЕЧ,ГР.ЛОВЕЧ,"Частно начално училище ""Свети Седмочисленици""",1100102,12,77.25,12,70.71
ЛОВЕЧ,ЛОВЕЧ,ГР.ЛОВЕЧ,"Основно училище ""Васил Левски""",1100301,83,80.36,84,67.45
ЛОВЕЧ,ЛОВЕЧ,ГР.ЛОВЕЧ,"Основно училище ""Христо Никифоров""",1100304,64,82.55,64,70.08
ЛОВЕЧ,ЛОВЕЧ,ГР.ЛОВЕЧ,"Основно училище ""Свети Свети Кирил и Методий""",1100305,13,42.31,12,49.63
ЛОВЕЧ,ЛОВЕЧ,ГР.ЛОВЕЧ,"Средно училище ""Тодор Кирков""",1100316,15,72.93,15,61.07
ЛОВЕЧ,ЛОВЕЧ,ГР.ЛОВЕЧ,"Основно училище ""Панайот Пипков""",1100317,13,34.15,14,42.86
ЛОВЕЧ,ЛОВЕЧ,ГР.ЛОВЕЧ,"Средно училище ""Свети Климент Охридски""",1100318,14,67.93,15,50.73
ЛОВЕЧ,ЛОВЕЧ,ГР.ЛОВЕЧ,"Основно училище ""Професор Димитър Димов""",1100336,50,72.14,50,57.81
ЛОВЕЧ,ЛОВЕЧ,С.АЛЕКСАНДРОВО,"Основно училище ""Свети свети Кирил и Методий""",1100321,10,40.1,10,44.1
ЛОВЕЧ,ЛОВЕЧ,С.МАЛИНОВО,"Основно училище ""Васил Левски""",1100311,3,29.33,3,43.33
ЛОВЕЧ,ЛУКОВИТ,ГР.ЛУКОВИТ,"Средно училище ""Алеко Константинов""",1100402,43,34.84,44,31.23
ЛОВЕЧ,ЛУКОВИТ,ГР.ЛУКОВИТ,"Начално училище ""Инж. Георги Иванов Вълков""",1100411,45,32.8,45,52.96
ЛОВЕЧ,ЛУКОВИТ,С.БЕЖАНОВО,"Основно училище ""Свети Свети Кирил и Методий""",1100403,16,50.31,16,57.44
ЛОВЕЧ,ЛУКОВИТ,С.ДЕРМАНЦИ,"Обединено училище ""Неофит Рилски""",1100404,26,51.27,25,50.54
ЛОВЕЧ,ЛУКОВИТ,С.РУМЯНЦЕВО,"Основно училище ""Христо Ботев""",1100406,13,44,14,47
ЛОВЕЧ,ЛУКОВИТ,С.ТОРОС,"Основно училище ""Васил Левски""",1100408,15,53.53,15,45.03
ЛОВЕЧ,ТЕТЕВЕН,ГР.ТЕТЕВЕН,"Начално училище ""Хаджи Генчо""",1100513,58,71.43,59,73.81
ЛОВЕЧ,ТЕТЕВЕН,С.БАБИНЦИ,"Начално училище ""Любен Каравелов""",1100510,2,72,2,63.75
ЛОВЕЧ,ТЕТЕВЕН,С.БЪЛГАРСКИ ИЗВОР,"Основно училище ""Васил Левски""",1100501,7,64.14,6,73
ЛОВЕЧ,ТЕТЕВЕН,С.ГАЛАТА,"Основно училище ""Георги Бенковски""",1100502,18,64,18,58.53
ЛОВЕЧ,ТЕТЕВЕН,С.ГЛОГОВО,"Основно училище ""Христо Ботев""",1100503,15,61.93,15,50.37
ЛОВЕЧ,ТЕТЕВЕН,С.ГОЛЯМ ИЗВОР,"Основно училище ""Васил Левски""",1100505,8,46.63,7,56
ЛОВЕЧ,ТЕТЕВЕН,С.ГРАДЕЖНИЦА,"Основно училище ""Васил Априлов""",1100506,12,29.58,12,29.83
ЛОВЕЧ,ТЕТЕВЕН,С.РИБАРИЦА,"Основно училище ""Георги Бенковски""",1100507,6,70,6,66
ЛОВЕЧ,ТЕТЕВЕН,С.ЧЕРНИ ВИТ,"Основно училище ""Георги Бенковски""",1100508,5,67.4,5,63.8
ЛОВЕЧ,ТРОЯН,ГР.ТРОЯН,"Основно училище ""Иван Хаджийски""",1100601,9,58.89,9,60.28
ЛОВЕЧ,ТРОЯН,ГР.ТРОЯН,"Средно училище ""Васил Левски""",1100612,40,79.83,40,64.83
ЛОВЕЧ,ТРОЯН,ГР.ТРОЯН,"Средно училище ""Свети Климент Охридски""",1100613,36,71.42,34,71
ЛОВЕЧ,ТРОЯН,ГР.ТРОЯН,"Начално училище ""Св. Св. Кирил и Методий""",1100614,40,79.15,40,69.45
ЛОВЕЧ,ТРОЯН,ГР.ТРОЯН,"Начално училище ""Христо Ботев""",1100615,34,80.38,34,73.75
ЛОВЕЧ,ТРОЯН,С.БОРИМА,"Основно училище ""Васил Левски""",1100603,9,77.56,9,69.56
ЛОВЕЧ,ТРОЯН,С.ДЕБНЕВО,"Основно училище ""Иван Вазов""",1100107,3,62.67,3,59
ЛОВЕЧ,ТРОЯН,С.ОРЕШАК,"Основно училище ""Васил Левски""",1100609,1,19,1,21
ЛОВЕЧ,ТРОЯН,С.ЧЕРНИ ОСЪМ,"Средно училище ""Васил Левски""",1100610,3,69.33,3,33
ЛОВЕЧ,УГЪРЧИН,ГР.УГЪРЧИН,"Средно училище ""Св. Св. Кирил и Методий""",1100705,34,43.79,34,41.49
ЛОВЕЧ,УГЪРЧИН,С.КИРЧЕВО,"Основно училище ""Христо Ботев""",1100702,16,61.25,16,44.59
ЛОВЕЧ,УГЪРЧИН,С.ЛЕСИДРЕН,"Основно училище ""Свети Паисий Хилендарски""",1100703,3,37.67,3,32.33
ЛОВЕЧ,ЯБЛАНИЦА,ГР.ЯБЛАНИЦА,"Средно училище ""Васил Левски""",1100805,34,45.09,33,61.58
ЛОВЕЧ,ЯБЛАНИЦА,С.БРЕСТНИЦА,"Основно училище ""Христо Ботев""",1100801,19,40.16,20,44
ЛОВЕЧ,ЯБЛАНИЦА,С.ЗЛАТНА ПАНЕГА,"Основно училище ""Любен Каравелов""",1100803,13,59.46,13,74.5
ЛОВЕЧ,ЯБЛАНИЦА,С.ОРЕШЕНЕ,"Основно училище ""Васил Левски""",1100804,18,43.44,19,54.68
МОНТАНА,БЕРКОВИЦА,ГР.БЕРКОВИЦА,"Първо основно училище ""Никола Йонков Вапцаров""",1202001,19,77.16,19,69.5
МОНТАНА,БЕРКОВИЦА,ГР.БЕРКОВИЦА,"Второ основно училище ""Христо Смирненски""",1202002,32,57.34,34,45.91
МОНТАНА,БЕРКОВИЦА,ГР.БЕРКОВИЦА,"Трето основно училище ""Иван Вазов""",1202003,35,77.26,35,67.64
МОНТАНА,БЕРКОВИЦА,ГР.БЕРКОВИЦА,"IV Основно училище ""Георги Сава Раковски""",1202004,18,36.17,19,38.39
МОНТАНА,БЕРКОВИЦА,С.БЪРЗИЯ,"Основно училище ""Георги Стойков Раковски""",1202007,5,65.2,5,55
МОНТАНА,БЕРКОВИЦА,С.ЗАМФИРОВО,"Основно училище ""Св. Св. Кирил и Методий""",1202009,4,72.25,4,48.13
МОНТАНА,БОЙЧИНОВЦИ,ГР.БОЙЧИНОВЦИ,"Средно училище ""Васил Левски""",1203000,15,35.73,14,24.57
МОНТАНА,БОЙЧИНОВЦИ,С.ВЛАДИМИРОВО,"Основно училище""Владимир Минчев""",1203004,17,47.06,17,35.94
МОНТАНА,БОЙЧИНОВЦИ,С.ЛЕХЧЕВО,"Средно училище ""Св. Св. Кирил и Методий""",1203001,20,41.65,19,48.34
МОНТАНА,БОЙЧИНОВЦИ,С.МАДАН,"Oсновно училище ""Отец Паисий""",1203005,9,47.89,9,45.89
МОНТАНА,БОЙЧИНОВЦИ,С.МЪРЧЕВО,"Oсновно училище ""Христо Ботев""",1203006,3,65.33,3,66.17
МОНТАНА,БРУСАРЦИ,ГР.БРУСАРЦИ,"Средно училище ""Христо Ботев""",1204000,16,70.81,16,59.72
МОНТАНА,БРУСАРЦИ,С.ВАСИЛОВЦИ,"Основно училище ""Петко Рачов Славейков""",1204003,6,39.5,6,55
МОНТАНА,БРУСАРЦИ,С.КРИВА БАРА,"Основно училище ""Пейо Крачолов Яворов""",1204001,6,39.83,6,52
МОНТАНА,ВЪЛЧЕДРЪМ,ГР.ВЪЛЧЕДРЪМ,"Първо основно училище ""Васил Левски""",1207001,10,48.1,12,52.33
МОНТАНА,ВЪЛЧЕДРЪМ,ГР.ВЪЛЧЕДРЪМ,"Второ основнo училище ""Иван Вaзов""",1207002,20,64.45,20,49.33
МОНТАНА,ВЪЛЧЕДРЪМ,С.ДОЛНИ ЦИБЪР,"Средно училище ""Христо Ботев""",1207003,13,52.85,13,70.46
МОНТАНА,ВЪЛЧЕДРЪМ,С.СЕПТЕМВРИЙЦИ,"Основно училище ""Д-р Петър Берон""",1207007,9,37.11,9,41.94
МОНТАНА,ВЪРШЕЦ,ГР.ВЪРШЕЦ,"Начално училище ""Васил Левски""",1208000,33,50.39,34,55.88
МОНТАНА,ВЪРШЕЦ,ГР.ВЪРШЕЦ,"Средно училище ""Иван Вазов""",1208002,21,71.43,23,70.48
МОНТАНА,ГЕОРГИ ДАМЯНОВО,С.ГЕОРГИ ДАМЯНОВО,"Основно училище ""Отец Паисий""",1206002,7,50.43,7,49.64
МОНТАНА,ЛОМ,ГР.ЛОМ,"Първо основно училище ""Никола Първанов""",1203512,40,69.23,39,72.64
МОНТАНА,ЛОМ,ГР.ЛОМ,"II Основно училище ""Константин Фотинов""",1209002,51,70.39,49,79.16
МОНТАНА,ЛОМ,ГР.ЛОМ,"Средно училище ""Отец Паисий""",1209003,8,66,8,65.63
МОНТАНА,ЛОМ,ГР.ЛОМ,"IV Основно училище ""Христо Ботев""",1209004,10,53.4,11,47.64
МОНТАНА,ЛОМ,ГР.ЛОМ,"Средно училище ""Димитър Маринов""",1209005,39,69.08,39,51.79
МОНТАНА,ЛОМ,С.ЗАМФИР,"Основно училище ""Кирил и Методий""",1209007,1,14,1,21
МОНТАНА,ЛОМ,С.КОВАЧИЦА,"Основно училище ""Св.Св.Кирил и Методий""",1209008,4,29,3,50.83
МОНТАНА,МЕДКОВЕЦ,С.МЕДКОВЕЦ,"Средно училище ""Отец Паисий""",1205000,17,58.53,17,38.5
МОНТАНА,МЕДКОВЕЦ,С.РАСОВО,"Основно училище ""Христо Ботев""",1205001,10,41.8,9,28.17
МОНТАНА,МОНТАНА,ГР.МОНТАНА,"Начално училище ""Георги Бенковски""",1201000,15,37.47,15,53.27
МОНТАНА,МОНТАНА,ГР.МОНТАНА,"Първо основно училище ""Св.Св. Кирил и Методий""",1201003,64,76.67,62,65.21
МОНТАНА,МОНТАНА,ГР.МОНТАНА,"Второ средно училище ""Никола Йонков Вапцаров""",1201004,44,76.61,44,61.7
МОНТАНА,МОНТАНА,ГР.МОНТАНА,"Tрето основно училище ""Д-р Петър Берон""",1201005,68,78.5,66,69.39
МОНТАНА,МОНТАНА,ГР.МОНТАНА,"Четвърто основно училище ""Иван Вазов""",1201006,68,75.82,67,70.69
МОНТАНА,МОНТАНА,ГР.МОНТАНА,"Пето основно училище ""Христо Ботев""",1201007,41,65.51,39,53.65
МОНТАНА,МОНТАНА,ГР.МОНТАНА,"Седмо средно училище ""Йордан Радичков""",1201011,25,55.84,25,58.42
МОНТАНА,МОНТАНА,ГР.МОНТАНА,"Шесто средно училище ""Отец Паисий""",1201034,49,64.94,49,51.26
МОНТАНА,МОНТАНА,С.ГАБРОВНИЦА,"Основно училище ""Св. Св. Кирил и Методий""",1201015,17,51.41,18,70.11
МОНТАНА,МОНТАНА,С.СМОЛЯНОВЦИ,"Основно училище ""Васил Левски""",1201012,7,63.57,6,35.83
МОНТАНА,ЧИПРОВЦИ,ГР.ЧИПРОВЦИ,"Основно училище ""Петър Парчевич""",1201101,10,68.3,10,59.75
МОНТАНА,ЯКИМОВО,С.ЯКИМОВО,"Средно училище ""Д-р Петър Берон""",1201200,20,42.85,19,59.63
ПАЗАРДЖИК,БАТАК,ГР.БАТАК,"Основно училище ""Отец Паисий""",1302491,13,63.15,13,54.23
ПАЗАРДЖИК,БАТАК,С.НОВА МАХАЛА,"Средно училище ""Кирил и Методий""",1300015,20,63.6,20,59.53
ПАЗАРДЖИК,БАТАК,С.ФОТИНОВО,"Основно училище ""Св. Климент Охридски""",1302420,2,67,2,57
ПАЗАРДЖИК,БЕЛОВО,ГР.БЕЛОВО,"СРЕДНО УЧИЛИЩЕ ""АЛЕКСАНДЪР ИВАНОВ - ЧАПАЙ""",1308667,39,66.85,39,55.06
ПАЗАРДЖИК,БЕЛОВО,С.МЕНЕНКЬОВО,"Основно училище ""Отец Паисий""",1308560,7,43,7,42.86
ПАЗАРДЖИК,БРАЦИГОВО,ГР.БРАЦИГОВО,"Начално Училище ""Васил Петлешков""",1307213,27,57.56,26,50.77
ПАЗАРДЖИК,БРАЦИГОВО,С.БЯГА,"Основно училище ""Христо Ботев""",1302071,8,46.88,8,64.06
ПАЗАРДЖИК,БРАЦИГОВО,С.ИСПЕРИХОВО,"ОСНОВНО УЧИЛИЩЕ ""ХРИСТО БОТЕВ""",1302096,11,13.36,11,27.64
ПАЗАРДЖИК,ВЕЛИНГРАД,ГР.ВЕЛИНГРАД,"Средно училище ""Св. св. Кирил и Методий""",1301674,36,82.78,35,72.94
ПАЗАРДЖИК,ВЕЛИНГРАД,ГР.ВЕЛИНГРАД,"Основно училище "" Христо Ботев """,1301699,24,70.88,24,60.73
ПАЗАРДЖИК,ВЕЛИНГРАД,ГР.ВЕЛИНГРАД,"Основно училище ""Георги Бенковски""",1301707,16,30.31,16,35.44
ПАЗАРДЖИК,ВЕЛИНГРАД,ГР.ВЕЛИНГРАД,"Средно училище ""Васил Левски""",1302573,45,78.4,45,69.57
ПАЗАРДЖИК,ВЕЛИНГРАД,ГР.ВЕЛИНГРАД,"Основно училище ""Неофит Рилски""",1306811,46,36,51,45.3
ПАЗАРДЖИК,ВЕЛИНГРАД,С.АБЛАНИЦА,"Основно училище ""Христо Ботев""",1302438,5,54.2,5,59.1
ПАЗАРДЖИК,ВЕЛИНГРАД,С.БИРКОВА,"Основно училище ""Д-р Петър Берон""",1301610,10,42.8,10,40.2
ПАЗАРДЖИК,ВЕЛИНГРАД,С.ГРАШЕВО,"Основно Училище ""Васил Левски""",1301382,13,70.23,13,81.73
ПАЗАРДЖИК,ВЕЛИНГРАД,С.ДРАГИНОВО,"Средно училище ""Методий Драгинов""",1301852,35,62.66,35,50.63
ПАЗАРДЖИК,ВЕЛИНГРАД,С.КРЪСТАВА,"Обединено училище ""Васил Левски""",1301628,17,61.59,17,54.53
ПАЗАРДЖИК,ВЕЛИНГРАД,С.ПАШОВИ,"Обединено училище ""Иван Вазов""",1301514,17,59.24,17,69.09
ПАЗАРДЖИК,ВЕЛИНГРАД,С.СВЕТА ПЕТКА,"Средно училище ""Христо Смирненски""",1302349,32,56.75,31,45.53
ПАЗАРДЖИК,ЛЕСИЧОВО,С.ДИНКАТА,"Основно училище ""Кочо Честеменски""",1309813,10,49.5,10,56.95
ПАЗАРДЖИК,ЛЕСИЧОВО,С.КАЛУГЕРОВО,"Обединено училище ""Христо Ботев """,1302114,11,48.73,11,59.27
ПАЗАРДЖИК,ЛЕСИЧОВО,С.ЦЕРОВО,"Основно училище ""Христо Ботев""",1302445,5,42.6,5,37.1
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,"Начално училище ""Васил Левски""",1301215,65,81.58,62,72.02
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,"Начално училище ""Отец Паисий""",1301222,69,83.01,69,76.99
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,"Средно училище ""Димитър Гачев""",1301234,17,30.35,17,39.18
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,"Начално училище ""Васил Друмев""",1301247,52,82.52,52,85.88
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,"Начално училище ""Георги Сава Раковски""",1301254,31,54.19,31,56.48
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,"Oсновно училище ""Проф. Иван Батаклиев""",1301717,33,67.88,33,65
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,"Основно училище""Св.св.Кирил и Методий""",1301724,11,21.73,9,40.22
ПАЗАРДЖИК,ПАЗАРДЖИК,ГР.ПАЗАРДЖИК,"Първо основно училище ""Свети Климент Охридски""",1302502,35,83.86,34,88.44
