"﻿Област","Община","Населено място","Код по Админ","Училище","Явили се БЕЛ","Ср. успех в точки БЕЛ","Явили се МАТ","Ср. успех в точки МАТ"
"ПЛЕВЕН","ЛЕВСКИ","С.АСЕНОВЦИ","1 500 603","Основно училище ""Христо Ботев""","6","41,17","6","34,17"
"ПЛЕВЕН","ЛЕВСКИ","С.БЪЛГАРЕНЕ","1 500 604","Основно училище ""Христо Ботев""","6","56,83","6","35,67"
"ПЛЕВЕН","ЛЕВСКИ","С.ОБНОВА","1 500 608","Основно училище ""Неофит Рилски""","8","57,13","8","48,5"
"ПЛЕВЕН","НИКОПОЛ","ГР.НИКОПОЛ","1 501 007","Средно училище ""Христо Ботев""","20","53,75","20","41,8"
"ПЛЕВЕН","НИКОПОЛ","С.НОВАЧЕНЕ","1 501 006","Основно училище  ""Патриарх Евтимий""","12","51,92","11","42"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","2 902 107","НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА  ПАНАЙОТ ПИПКОВ","21","84,38","20","78,45"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 101","Начално училище ""Единство""","32","81,5","32","65,13"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 102","Начално училище ""Христо Ботев""","118","85,58","117","73,2"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 103","Начално училище ""Патриарх Евтимий""","96","85,9","94","71,52"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 105","Начално училище ""Отец Паисий""","83","89,65","83","73,07"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 110","Основно училище ""Д-р Петър Берон""","80","82,38","80","64,73"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 112","Основно училищe  ""Свети Климент Охридски""","80","77,55","80","60,89"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 113","Основно училище ""Васил Левски""","36","81,72","35","61,8"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 114","Основно училище  ""Йордан Йовков""","50","79,48","50","68,24"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 115","Основно училище ""Лазар Станев""","13","83","14","67,43"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 201","Основно училище Валери Петров","72","87,83","72","72,68"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 132","Средно училище ""Анастасия Димитрова""","16","66,25","16","54,38"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 133","Средно училище ""Стоян Заимов""","89","80,7","89","65"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 134","Средно училище "" Иван Вазов ""","123","86,65","123","71,18"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 135","Средно училище  ""Пейо Крачолов Яворов""","15","75,47","14","55,21"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 136","Средно училище ""Христо Смирненски""","15","39,47","14","46,43"
"ПЛЕВЕН","ПЛЕВЕН","ГР.СЛАВЯНОВО","1 500 106","Начално училище ""Св.св. Кирил и Методий""","4","77,5","5","57"
"ПЛЕВЕН","ПЛЕВЕН","ГР.СЛАВЯНОВО","1 500 137","Средно училище ""Христо Ботев""","5","63,8","5","72"
"ПЛЕВЕН","ПЛЕВЕН","С.БЕГЛЕЖ","1 500 121","Основно училище ""Васил Левски""","3","41,33","3","50,67"
"ПЛЕВЕН","ПЛЕВЕН","С.БОХОТ","1 500 126","Основно училище  ""Антон Страшимиров""","5","29,6","5","35,6"
"ПЛЕВЕН","ПЛЕВЕН","С.БРЪШЛЯНИЦА","1 500 128","Основно училище ""Св. Св. Кирил и Методий""","11","43,09","11","42,09"
"ПЛЕВЕН","ПЛЕВЕН","С.БУКОВЛЪК","1 500 119","Основно училище ""Свети Климент Охридски""","43","45,26","43","36,84"
"ПЛЕВЕН","ПЛЕВЕН","С.ВЪРБИЦА","1 500 107","Начално училище ""Отец Паисий""","7","56,14","7","54,71"
"ПЛЕВЕН","ПЛЕВЕН","С.ДИСЕВИЦА","1 500 108","Начално училище ""Христо Ботев""","4","19,75","4","37,5"
"ПЛЕВЕН","ПЛЕВЕН","С.МЕЧКА","1 500 117","Обединено училище ""Христо Ботев""","13","60,62","13","46,46"
"ПЛЕВЕН","ПЛЕВЕН","С.НИКОЛАЕВО","1 500 123","Основно училище ""Христо Ботев""","11","34,73","11","33,27"
"ПЛЕВЕН","ПЛЕВЕН","С.ОПАНЕЦ","1 500 118","Основно училище""Отец Паисий""","4","55,25","3","59"
"ПЛЕВЕН","ПЛЕВЕН","С.ПЕЛИШАТ","1 500 125","Основно училище  ""Христо Ботев""","2","54","3","39,67"
"ПЛЕВЕН","ПЛЕВЕН","С.ТЪРНЕНЕ","1 500 127","Обединено училище ""Свети Свети Кирил и Методий""","10","47,3","10","41,8"
"ПЛЕВЕН","ПЛЕВЕН","С.ЯСЕН","1 500 124","Основно училище  ""Св.Св.Кирил и Методий""","3","54","3","42,67"
"ПЛЕВЕН","ПОРДИМ","ГР.ПОРДИМ","1 500 305","Средно училище  ""Свети Свети Кирил и Методий""","26","60,19","25","42,88"
"ПЛЕВЕН","ПОРДИМ","С.ВЪЛЧИТРЪН","1 500 304","Обединено училище ""Никола Йонков Вапцаров""","6","40,5","6","40,17"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.КОЙНАРЕ","1 500 216","Средно училище  "" Христо Смирненски""","26","69,85","26","60,85"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.ЧЕРВЕН БРЯГ","1 500 203","Основно училище ""Христо Смирненски""","43","69,28","43","54,7"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.ЧЕРВЕН БРЯГ","1 500 204","Основно училище  ""Алеко Константинов""","8","45,25","8","40,13"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.ЧЕРВЕН БРЯГ","1 500 215","Средно училище ""Д-р Петър Берон""","74","73,01","74","55,2"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","С.ГЛАВА","1 500 206","Основно училище ""Христо Ботев""","7","65,86","7","55"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","С.РАДОМИРЦИ","1 500 210","Обединено училище ""Отец Паисий""","10","63,8","10","53,6"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","С.РУПЦИ","1 500 209","Основно училище ""Христо Ботев""","7","41,71","7","53,14"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","С.ЧОМАКОВЦИ","1 500 207","Основно училище ""Христо Ботев""","10","57,8","10","44"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","1 600 101","Основно училище ""Ангел Кънчев""","46","82,65","47","68,77"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","1 600 102","Основно училище ""Христо Ботев""","64","85,98","64","72,63"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","1 600 103","Основно училище ""Отец Паисий""  Асеновград","39","81,38","39","69,28"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","1 600 104","Основно училище ""Петко Каравелов""","76","84,14","77","67,94"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","1 600 105","Основно училище ""Никола Йонков Вапцаров""","44","17,3","44","21,05"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","1 600 107","Основно училище ""Панайот Волов""","17","78,94","17","62,41"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","1 600 114","Средно училище Свети княз Борис I","46","78,59","47","62,3"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","1 600 116","Средно училище  ""Свети свети Кирил и Методий""","59","79,39","58","63,33"
"ПЛОВДИВ","АСЕНОВГРАД","С.БОЯНЦИ","1 600 108","Основно училище ""Професор доктор Асен Златаров""","22","32,09","21","33"
"ПЛОВДИВ","АСЕНОВГРАД","С.ЗЛАТОВРЪХ","1 600 113","Основно училище  ""Климент Охридски""","6","80,33","7","65"
"ПЛОВДИВ","АСЕНОВГРАД","С.МУЛДАВА","1 600 111","Основно училище ""Отец Паисий""","6","84,5","6","95,33"
"ПЛОВДИВ","АСЕНОВГРАД","С.ТОПОЛОВО","1 600 115","Основно училище ""Отец Паисий""","19","69,68","19","52,58"
"ПЛОВДИВ","БРЕЗОВО","ГР.БРЕЗОВО","1 600 705","Средно училище ""Христо Смирненски""","21","58,33","21","43,57"
"ПЛОВДИВ","БРЕЗОВО","С.БОРЕЦ","1 600 704","Начално училище  ""Свети Свети Кирил и Методий""","7","50,14","7","43,86"
"ПЛОВДИВ","БРЕЗОВО","С.СТРЕЛЦИ","1 600 703","Основно училище  ""Свети Свети Кирил и Методий""","5","66,8","5","52"
"ПЛОВДИВ","КАЛОЯНОВО","С.ДЪЛГО ПОЛЕ","1 601 203","Обединено училище ""Христо Ботев""","11","52,91","11","49,45"
"ПЛОВДИВ","КАЛОЯНОВО","С.ЖИТНИЦА","1 601 202","Основно училище ""Христо Смирненски""","13","83,46","13","72,85"
"ПЛОВДИВ","КАЛОЯНОВО","С.КАЛОЯНОВО","1 601 201","Основно училище ""Иван Вазов""","28","75,93","28","55,96"
"ПЛОВДИВ","КАЛОЯНОВО","С.ПЕСНОПОЙ","1 601 206","Основно Училище  ""Отец Паисий""","8","45,63","8","45,13"
"ПЛОВДИВ","КАЛОЯНОВО","С.РЪЖЕВО КОНАРЕ","1 601 204","Основно училище ""Христо Ботев""","12","76","12","62,5"
"ПЛОВДИВ","КАРЛОВО","ГР.БАНЯ","1 601 316","Основно училище ""Неофит Рилски""","22","34,32","20","23,25"
"ПЛОВДИВ","КАРЛОВО","ГР.КАЛОФЕР","1 601 306","Средно училище ""Христо Ботев""","20","79,05","20","56,95"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","1 601 304","Основно училище ""Св. Св. Кирил и Методий""","80","77,46","80","62,44"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","1 601 305","Основно училище ""Райно Попович""","26","46","28","33,82"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","1 601 301","Средно училище  ""Васил Левски""","112","82,86","112","64,69"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","1 601 302","Средно училище ""Христо Проданов""","47","75,66","47","61,49"
"ПЛОВДИВ","КАРЛОВО","ГР.КЛИСУРА","1 601 318","Основно училище  ""Христо Груев Данов""","15","32,8","16","31,88"
"ПЛОВДИВ","КАРЛОВО","С.ВЕДРАРЕ","1 601 309","Основно училище ""Свети Свети Кирил и Методий""","18","43,89","17","36,47"
"ПЛОВДИВ","КАРЛОВО","С.ИГАНОВО","1 601 321","Начално училище ""Васил Левски""","9","50,22","10","65,2"
"ПЛОВДИВ","КАРЛОВО","С.КЪРНАРЕ","1 601 308","Основно училище  ""Васил Левски""","13","32,15","13","41,08"
"ПЛОВДИВ","КАРЛОВО","С.РОЗИНО","1 601 307","Основно училище ""Христо Г. Данов""","43","45,98","44","43,86"
"ПЛОВДИВ","КАРЛОВО","С.ХРИСТО ДАНОВО","1 601 317","Основно училище ""Генерал Карцов""","18","46","16","46,06"
"ПЛОВДИВ","КРИЧИМ","ГР.КРИЧИМ","1 601 401","Начално училище Васил Левски","33","53,64","32","41,63"
"ПЛОВДИВ","КРИЧИМ","ГР.КРИЧИМ","1 601 403","Средно училище ""Петко Рачов Славейков""","35","70,69","34","60,09"
"ПЛОВДИВ","КУКЛЕН","С.КУКЛЕН","1 601 101","Средно училище ""Отец Паисий""","41","76,1","40","55,63"
"ПЛОВДИВ","ЛЪКИ","ГР.ЛЪКИ","1 601 501","Средно училище  ""Христо Ботев""","11","86,73","11","69,45"
"ПЛОВДИВ","МАРИЦА","С.БЕНКОВСКИ","1 601 704","Основно училище ""Георги Бенковски""","15","67,8","15","60,33"
"ПЛОВДИВ","МАРИЦА","С.ВОЙВОДИНОВО","1 601 702","Основно училище  ""Св. Св. Кирил и Методий""","8","71,88","8","69,38"
"ПЛОВДИВ","МАРИЦА","С.ВОЙСИЛ","1 601 721","Начално училище ""Свети Климент Охридски""","8","86,63","8","81,75"
"ПЛОВДИВ","МАРИЦА","С.ГРАФ ИГНАТИЕВО","1 601 705","Основно училище  ""Граф Николай Игнатиев""","20","69","22","54,14"
"ПЛОВДИВ","МАРИЦА","С.ДИНК","1 601 700","Начално училище ""Отец Паисий""","11","61,45","11","49,91"
"ПЛОВДИВ","МАРИЦА","С.КАЛЕКОВЕЦ","1 601 709","Средно училище  ""Свети свети Кирил и Методий""","29","70,17","29","60,59"
"ПЛОВДИВ","МАРИЦА","С.КОСТИЕВО","1 601 707","Основно училище  ""Свети Свети Кирил и Методий""","19","63,63","19","43,89"
"ПЛОВДИВ","МАРИЦА","С.МАНОЛЕ","1 601 708","Средно училище ""Васил Левски""","21","56,14","21","36,9"
"ПЛОВДИВ","МАРИЦА","С.РОГОШ","1 601 710","Основно училище ""Васил Левски""","39","63,1","40","46,18"
"ПЛОВДИВ","МАРИЦА","С.СКУТАРЕ","1 601 701","Основно училище ""Св. Климент Охридски""","12","40,67","12","29"
"ПЛОВДИВ","МАРИЦА","С.СТРОЕВО","1 601 706","Основно училище  ""Христо Смирненски""","13","62,15","13","57,54"
"ПЛОВДИВ","МАРИЦА","С.ТРУД","1 601 711","Основно Училище  ""Свети Свети Кирил и Методий""","33","78,82","32","85,53"
"ПЛОВДИВ","МАРИЦА","С.ЦАРАЦОВО","1 601 703","Основно училище  ""Дядо Иван Арабаджията""","18","80,06","18","57,94"
"ПЛОВДИВ","ПЕРУЩИЦА","ГР.ПЕРУЩИЦА","1 602 401","ОСНОВНО УЧИЛИЩЕ  ""ПЕТЪР БОНЕВ""","37","61,89","37","50,3"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 271","Специално училище за ученици с увреден слух  ""Проф. Д-р Ст. Белинов""","4","38","4","25"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","2 902 102","Национално училище за музикално и танцово изкуство ""Добрин Петков""","39","85,82","39","72,33"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 242","39-то Начално училище ""Кирил Нектариев""","58","23,38","57","43,65"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 243","Начално училище "" Петко Рачов Славейков ""","93","87,8","93","74,76"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 441","Начално училище ""Христо Ботев""","98","87,93","97","77,87"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 543","Начално училище  ""Климент Охридски""","67","90,24","67","79,46"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 246","Обединено училище ""Пенчо Славейков""","80","21,81","80","22,89"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 443","Обединено училище ""Йордан Йовков""","13","50,38","13","44,85"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 142","Основно училище ""Алеко Константинов""","99","85,68","99","73,76"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 143","ОУ""Виктория и Крикор Тютюнджян""","23","84,26","23","74,78"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 144","Основно училище ""Гео Милев""","14","20,43","16","26,88"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 146","Основно Училище ""Д-р Петър Берон""","48","82,98","47","68,87"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 147","Основно Училище""Душо Хаджидеков""","115","86,97","115","74,75"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 148","Основно училище ""Екзарх Антим ""","61","86,03","61","70,48"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 149","Основно Училище  ""Кочо Честеменски""","69","88,64","68","75,5"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 152","Основно училище ""Княз Александър I""","116","84,49","116","75,66"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 244","Основно училище ""Васил Левски""","70","86,4","70","70,24"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 245","Основно училище ""Димчо Дебелянов""","69","27,78","69","35,14"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 341","Основно училище ""Васил Петлешков""","56","88,45","56","75,55"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 342","Основно училище ""Драган Манчов ""","65","86,2","65","78,63"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 343","Основно училище  ""Елин Пелин""","63","83,92","63","76,97"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 344","Основно училище ""Тодор Каблешков""","28","84,32","28","75,57"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 442","Основно училище  ""Димитър Тодоров Димов""","37","78,19","37","57,22"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 444","Основно училище ""Панайот Волов""","43","11,56","42","15,26"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 445","Основно училище  ""Райна Княгиня""","114","86,2","114","72,27"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 544","Основно училище ""Димитър Талев""","139","82,24","138","68,72"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 545","Основно училище ""Захари Стоянов""","25","77,76","25","64,28"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 546","Основно училище  ""Стоян Михайловски""","75","82,79","74","69,05"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 547","Основно училище ""Яне Сандански""","90","85,57","91","71,33"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 150","Средно училище  ""Любен Каравелов""","25","85,6","24","75,33"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 154","Средно училище  "" СВ. ПАИСИЙ ХИЛЕНДАРСКИ ""","103","81,96","101","65,78"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 155","Средно училище  ""Свети Климент Охридски""","38","79,32","38","70,47"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 156","Средно училище ""Свети Патриарх Евтимий""","97","88,21","97","79,15"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 157","Средно училище  ""Цар Симеон Велики""","39","77,51","40","60,08"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 247","Средно училище ""Найден Геров""","47","30,06","45","45,84"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 248","Средно училище  ""Симон Боливар""","33","75","33","62,55"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 345","Средно училище ""Свети свети Кирил и Методий""","37","84,16","37","68,57"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 446","Средно училище  ""Никола Вапцаров""","40","81,33","40","68,53"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 447","Средно училище  ""Пейо Крачолов Яворов""","100","84,92","100","71,24"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 448","Средно училище  ""Христо Груев Данов""","38","86,47","38","72,16"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 542","Средно училище ""Братя Миладинови""","62","84,35","63","69,87"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 549","Средно училище  "" Константин Величков ""","42","79,36","41","61,05"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 550","Средно училище ""Свети Константин - Кирил Философ""","134","85,57","134","71,78"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 642","Средно училище Димитър Матевски""","111","83,86","111","68,28"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 643","Средно училище  ""Свети Седмочисленици""","54","87,96","53","74,17"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 644","Средно училище ""Свети Софроний Врачански""","127","84,98","127","74,29"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 645","СРЕДНО УЧИЛИЩЕ ""ЧЕРНОРИЗЕЦ ХРАБЪР""","140","84,2","140","74,86"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 907","Частно основно училище  ""Класик""","10","74,6","10","64,1"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 912","Частно основно училище ""Бъдеще""","5","81,6","5","75,6"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 901","ЧАСТНО СРЕДНО УЧИЛИЩЕ ""ДРУЖБА""","15","77,53","15","71,33"
"ПЛОВДИВ","ПЪРВОМАЙ","ГР.ПЪРВОМАЙ","1 602 311","Начално училище  ""Христо Ботев""","17","85,47","17","73,88"
"ПЛОВДИВ","ПЪРВОМАЙ","ГР.ПЪРВОМАЙ","1 602 301","Основно училище  ""Свети Свети Кирил и Методий""","12","40,17","12","34,83"
"ПЛОВДИВ","ПЪРВОМАЙ","ГР.ПЪРВОМАЙ","1 602 302","Основно Училище  ""Георги Караславов""","27","73,41","27","64,3"
"ПЛОВДИВ","ПЪРВОМАЙ","ГР.ПЪРВОМАЙ","1 602 314","Средно училище  ""Проф. д-р Асен Златаров""","67","82,64","67","68,73"
"ПЛОВДИВ","ПЪРВОМАЙ","С.БУКОВО","1 602 309","Основно училище ""Д-р Петър Берон""","4","60,5","4","79,75"
"ПЛОВДИВ","ПЪРВОМАЙ","С.БЯЛА РЕКА","1 602 308","Основно училище ""Любен Каравелов""","4","43,5","4","56,5"
"ПЛОВДИВ","ПЪРВОМАЙ","С.ВИНИЦА","1 602 306","Основно училище  ""Васил Априлов""","8","34,38","8","33,5"
"ПЛОВДИВ","ПЪРВОМАЙ","С.ВОДЕН","1 602 313","Начално училище  ""Петко Рачев Славейков""","1","60","1","86"
"ПЛОВДИВ","ПЪРВОМАЙ","С.ГРАДИНА","1 602 303","Основно училище ""Христо Ботев""","16","62,56","15","48,2"
"ПЛОВДИВ","ПЪРВОМАЙ","С.ДЪЛБОК ИЗВОР","1 602 305","Основно училище  ""Свети Свети Кирил и Методий""","9","42,56","9","30,33"
"ПЛОВДИВ","ПЪРВОМАЙ","С.ИСКРА","1 602 304","Основно училище ""Отец Паисий""","9","44,67","9","37,67"
"ПЛОВДИВ","ПЪРВОМАЙ","С.КАРАДЖАЛОВО","1 602 307","Основно училище  ""Св. Св. Кирил и Методий""","9","54,67","9","36"
"ПЛОВДИВ","РАКОВСКИ","ГР.РАКОВСКИ","1 602 502","Основно училище ""Христо Ботев""","88","69,16","86","58,12"
"ПЛОВДИВ","РАКОВСКИ","ГР.РАКОВСКИ","1 602 503","Основно училище ""Христо Смирненски""","74","59,92","73","51,05"
"ПЛОВДИВ","РАКОВСКИ","С.БЕЛОЗЕМ","1 602 507","Основно училище  ""Гео Милев""","51","52,86","52","44,73"
"ПЛОВДИВ","РАКОВСКИ","С.СТРЯМА","1 602 504","Основно училище  ""Отец Паисий""","23","51,57","24","34,17"
"ПЛОВДИВ","РАКОВСКИ","С.ЧАЛЪКОВИ","1 602 505","Основно училище ""Д-р Петър Берон""","12","61,25","12","41,58"
"ПЛОВДИВ","РОДОПИ","С.БЕЛАЩИЦА","1 602 602","Основно училище "" Пенчо Славейков""","16","73,63","16","60,13"
"ПЛОВДИВ","РОДОПИ","С.БРАНИПОЛЕ","1 602 608","Основно училище  "" Свети Свети Кирил и Методий ""","15","77,47","15","68,8"
"ПЛОВДИВ","РОДОПИ","С.БРЕСТНИК","1 602 604","Основно училище ""Васил Левски""","11","77,27","11","65"
"ПЛОВДИВ","РОДОПИ","С.БРЕСТОВИЦА","1 602 605","Основно училище ""Христо Ботев""","19","79,68","19","72,37"
"ПЛОВДИВ","РОДОПИ","С.КАДИЕВО","1 602 606","Основно училище  "" Свети Свети Кирил и Методий""","11","72,09","11","57,64"
"ПЛОВДИВ","РОДОПИ","С.КРУМОВО","1 602 613","Основно училище ""Христо Ботев""","13","89,54","13","80"
"ПЛОВДИВ","РОДОПИ","С.МАРКОВО","1 602 607","Основно училище ""Св. св. Кирил и Методий""","27","77,78","27","64,22"
"ПЛОВДИВ","РОДОПИ","С.МАРКОВО","1 600 018","Частно основно училище ""Слънчев лъч""","8","77,88","8","81,25"
"ПЛОВДИВ","РОДОПИ","С.ПЪРВЕНЕЦ","1 602 603","Основно училище ""Св.Св. Кирил и Методий""","27","71,74","26","54,96"
"ПЛОВДИВ","РОДОПИ","С.УСТИНА","1 602 609","Основно училище  ""Свети свети Кирил и Методий""","17","73,12","17","57,06"
"ПЛОВДИВ","РОДОПИ","С.ЦАЛАПИЦА","1 602 611","Основно Училище ""Паисий Хилендарски""","22","60,73","23","47,57"
"ПЛОВДИВ","РОДОПИ","С.ЯГОДОВО","1 602 612","Основно училище ""Неофит Рилски""","21","65,29","21","55,48"
"ПЛОВДИВ","САДОВО","ГР.САДОВО","1 602 803","Основно Училище ""Гео Милев""","22","52,82","23","35,91"
"ПЛОВДИВ","САДОВО","С.БОГДАНИЦА","1 602 806","Основно училище с. Богданица","9","33,67","10","27,5"
"ПЛОВДИВ","САДОВО","С.БОЛЯРЦИ","1 602 808","Основно училище ""Георги Сава Раковски ""","17","73,29","17","52,47"
"ПЛОВДИВ","САДОВО","С.КАРАДЖОВО","1 602 807","Основно училище ""Васил Левски""","11","58,82","11","48,27"
"ПЛОВДИВ","САДОВО","С.КАТУНИЦА","1 602 801","Основно училище  ""Христо Ботев""","13","63,38","13","58"
"ПЛОВДИВ","САДОВО","С.ПОПОВИЦА","1 602 805","Основно училище "" Христо Ботев ""","19","54,32","18","47,67"
"ПЛОВДИВ","САДОВО","С.ЧЕШНЕГИРОВО","1 602 804","Основно училище  ""Свети Свети Кирил и Методий""","9","55,11","9","34,56"
"ПЛОВДИВ","СОПОТ","ГР.СОПОТ","1 601 320","Начално училище ""Неделя Петкова""","68","78,78","68","63,37"
"ПЛОВДИВ","СОПОТ","ГР.СОПОТ","1 601 303","Средно училище  ""Иван Вазов""","16","54,94","16","43,63"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","ГР.СТАМБОЛИЙСКИ","1 602 904","Основно училище ""Христо Ботев"" гр. Стамболийски","23","30","26","30,42"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","ГР.СТАМБОЛИЙСКИ","1 602 905","Основно училище ""Христо Смирненски""","38","71,42","38","63,58"
