"﻿Област","Община","Населено място","Училище","Код по Админ","Явили се","Ср. успех в точки","Явили се","Ср. успех в точки"
"","","","","","БЕЛ","БЕЛ","МАТ","МАТ"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","14 СУ ""Проф. д-р А. Златаров","2 220 014","38","64,63","38","42,59"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ЧСУ ""Цар Симеон Велики""","2 201 515","7","64,5","7","46,46"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","4 ОУ","2 207 004","104","64,44","104","43,96"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","48 ОУ ""Й. Ковачев""","2 220 048","70","64,33","69","46,96"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ЧСУЧП ""Абрахам Линкълн""","2 213 600","7","64,14","7","49,82"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","39 СУ ""П.Динеков""","2 213 039","78","64,12","78","45,82"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","100  ОУ ""Н. Геров""","2 220 100","22","64,07","22","30,63"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","16. ОУ  ""Р. Жинзифов""","2 214 016","62","63,56","62","43,38"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","26 СУ ""Йордан Йовков""","2 202 026","43","63,35","43","47,86"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","88 СУ ""Д.  Попниколов""","2 217 088","142","63,01","141","49,56"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частно СУ "" Артис""","2 224 544","18","62,94","18","44,14"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","92 ОУ ""Димитър Талев""","2 208 092","29","62,83","29","43,68"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ЧОУ ""ПРОФ. Д-Р ВАСИЛ ЗЛАТАРСКИ","2 200 015","26","62,79","25","43,37"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","72 ОУ "" Христо Ботев ""","2 217 072","28","62,36","28","46,71"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","159 ОУ","2 210 159","21","62,33","21","34,57"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","144 СУ ""Народни будители""","2 213 144","118","62,28","118","38,68"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","79 СУ ""Индира Ганди""","2 212 079","113","61,31","113","42,91"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","47 СУ","2 224 047","30","61,27","30","50,2"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","42  ОУ","2 219 042","89","60,93","89","45,86"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","108 СУ ""Н.Беловеждов""","2 207 108","70","60,77","71","40,48"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","90 СУ","2 212 090","57","60,76","57","33,06"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","33  ОУ  ""Санкт Петербург""","2 212 033","82","60,67","82","40,61"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","44. СУ ""Неофит Бозвели""","2 219 044","28","60,14","27","38,3"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","137 СУ ""Ангел Кънчев""","2 212 137","113","59,76","113","45,08"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","101 СУ ""БАЧО КИРО""","2 214 101","78","59,38","78","38,43"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","77 ОУ","2 212 077","25","59,34","25","30,24"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ЧОУ ""Изгрев""","2 218 703","5","59,3","5","52,7"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","74 СУ ""Гоце Делчев""","2 203 074","70","59,29","70","33,47"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ЧСУ ""Дружба"" - София","2 203 720","33","59,17","32","44,82"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","156  ОбУ ""В.Левски""","2 210 156","22","58,3","22","38,22"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","НУТИ","2 902 301","45","58,03","45","30,98"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","60 ОУ ""Св.св.Кирил и Методий""","2 220 060","56","58,03","56","37,92"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ЧОУ ""Д-р Мария Монтесори""","2 217 525","3","58","3","28,5"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","149 СУ","2 217 149","46","57,75","46","34,6"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","84. ОУ","2 218 084","13","57,19","13","34,56"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","150-то ОУ ""Цар Симеон Първи""","2 207 150","43","57,12","43","40,09"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ЧСУ ""Проф. Николай Райнов""","2 202 620","6","57","6","39,04"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","82. ОУ  ""В. Априлов""","2 213 082","20","56,68","20","32,63"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","46 ОУ ""К. Фотинов""","2 204 046","18","56,42","18","36,19"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","97 СУ","2 212 097","108","56,17","108","31,25"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","135 СУ","2 208 135","47","55,76","47","34,49"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","28 СУ ""А. Константинов""","2 208 028","48","54,7","48","30,54"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","148 ОУ ""Проф. д-р Л. Милетич""","2 221 148","38","54,49","38","32,99"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ЧОУ ""Джани РоДари""","2 221 614","7","53,86","7","34,39"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","15 СУ","2 214 015","30","53,27","29","37,26"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","85 СУ ""Отец Паисий""","2 210 085","22","52","22","26"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","76. ОУ","2 204 076","16","51,97","15","37,47"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","102 ОУ","2 214 102","47","51,55","47","30,14"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","95 СУ","2 219 095","58","51,39","58","34,19"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","93 СУ ""Ал. Теодоров - Балан""","2 221 093","15","51,1","15","28,05"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","СУ ""Ген. Вл. Стойчев""","2 213 307","55","50,45","55","27,16"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","58 ОУ ""Сергей Румянцев""","2 220 058","30","49,52","29","27,78"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","53 ОУ","2 217 053","19","49,21","19","33,11"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","140. СУ ""Иван Богоров""","2 203 140","55","49,21","56","28,13"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","199 ОУ ""Св.Ап.Й.Богослов""","2 219 199","39","49,06","38","26,48"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","131 СУ ""К.А.Тимирязев""","2 213 131","22","48,7","22","29,49"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","132. СУ ""Ваня Войнова""","2 209 132","24","48,35","24","27,11"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","68 СУ ""Акад.Никола Обрешков""","2 207 068","58","48,17","58","30,42"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ЧСОУ ""РЬОРИХ""","2 202 535","6","48","5","22,65"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","166 СУ ""В.Левски""","2 219 166","65","47,41","64","26,69"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","69 СУ  ""Д.  Маринов""","2 207 069","28","47","26","23,92"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","62  ОУ ""Хр. Ботев""","2 203 062","11","45,64","11","22,52"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","3 СУ ""Марин Дринов""","2 206 003","19","41,84","18","22,58"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","123 СУ ""Стефан Стамболов","2 208 123","45","36,87","45","17,98"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","153 СУ  ""Н.Рилски""","2 214 153","51","35,76","52","18,16"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","89 ОУ ""Д-р Христо Стамболски""","2 207 089","12","32,92","12","17,17"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","66 СУ ""Филип Станиславов""","2 217 066","20","30,95","18","16,39"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","130 СУ ""Стефан Караджа""","2 219 130","11","29,73","11","18,02"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","СУУУС ""Проф. д-р Дечо Денев""","2 202 612","11","29,73","11","25,23"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","70-о ОУ","2 203 070","17","28,44","15","15,33"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","37. СУ ""Райна Княгиня""","2 212 037","39","28,37","29","17,76"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","162 ОбУ ""Отец Паисий""","2 210 162","28","27,14","28","18,38"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","147  ОУ","2 208 147","10","25,4","11","16,09"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","57 ССУ ""Св. Н. Охридски""","2 208 057","46","25,1","45","16,13"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","141 ОУ","2 214 141","12","24,67","12","11,38"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","124 ОУ ""Васил Левски""","2 219 124","8","24","9","12,89"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","136 ОУ ""Любен Каравелов""","2 204 136","30","21,42","29","13,45"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","27. СУ","2 212 027","10","18,95","10","18,55"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","94 СУ ""Д.Страшимиров""","2 221 094","66","16,14","63","14,35"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","24 СУ ""П. К. Яворов ""","2 219 024","10","15,85","10","14,6"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","67 ОУ ""Васил Друмев""","2 204 067","42","15,74","42","14,99"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","113 СУ ""Сава Филаретов""","2 206 113","18","13,75","19","11,21"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","75 ОУ ""Т.Каблешков ""","2 208 075","75","11,89","71","12,98"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","103  ОУ","2 212 103","37","11,76","34","11,99"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","106 ОУ","2 219 106","19","10,58","19","13,21"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","59 ОбУ ""Васил Левски""","2 220 059","17","10,06","18","9,14"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.БИСТРИЦА","192 СУ","2 218 192","36","57,22","36","37,92"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.БУСМАНЦИ","65 ОУ","2 207 065","9","50,39","9","35,94"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ВЛАДАЯ","86 ОУ","2 202 086","21","52,83","21","25,37"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ВОЛУЯК","146 ОУ","2 203 146","19","54,26","19","34,95"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ГОРНИ БОГРОВ","115 ОУ","2 210 115","10","59,95","10","37"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ДОБРОСЛАВЦИ","179 ОУ ""Васил Левски""","2 215 179","14","45,46","15","19,8"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ДОЛНИ ПАСАРЕЛ","202 ОУ","2 218 202","7","46","7","35,82"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ЖЕЛЕЗНИЦА","191 ОУ","2 218 191","8","53,69","8","40,22"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.КАЗИЧЕНЕ","71 СУ ""П.Яворов""","2 218 071","38","43,79","38","23,5"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ЛОЗЕН","201 ОУ","2 218 201","21","63,21","21","40,02"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ЛОЗЕН","200 ОУ","2 218 200","21","50,52","21","31,1"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.МРАМОР","175 ОУ","2 203 175","17","57,09","16","34,48"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.МЪРЧАЕВО","152 ОУ","2 202 152","9","53,83","9","33,14"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.НЕГОВАН","176 ОбУ","2 215 176","17","53,44","17","27,81"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.СВЕТОВРАЧЕНЕ","177 ОУ Св.Св.Кирил и Методий","2 215 177","17","39,97","17","17,87"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ЧЕПИНЦИ","160 ОУ ""Кирил и Методий""","2 215 160","15","50,7","15","25,72"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.ЯНА","116 ОУ","2 210 116","5","13,9","5","13,4"
"СОФИЯ-ОБЛАСТ","АНТОН","С.АНТОН","ОУ ""Св.Св. Кирил и Методий""","2 307 255","12","52,13","12","44,94"
"СОФИЯ-ОБЛАСТ","БОЖУРИЩЕ","ГР.БОЖУРИЩЕ","СУ""Летец Хр.Топракчиев""","2 308 970","58","59,2","58","36,64"
"СОФИЯ-ОБЛАСТ","БОЖУРИЩЕ","С.ХЕРАКОВО","ОУ ""Св. св. Кирил и Методий""","2 308 988","8","15,56","8","11,5"
"СОФИЯ-ОБЛАСТ","БОТЕВГРАД","ГР.БОТЕВГРАД","ППМГ""Акад.проф.д-р Ас.Златаров","2 300 099","30","75,55","30","52,32"
"СОФИЯ-ОБЛАСТ","БОТЕВГРАД","ГР.БОТЕВГРАД","ОУ"" Н.Й.Вапцаров ""","2 308 760","100","61,91","100","40,53"
"СОФИЯ-ОБЛАСТ","БОТЕВГРАД","ГР.БОТЕВГРАД","ОУ""Св.Св.Кирил и Методий""","2 301 045","61","56","61","32,25"
"СОФИЯ-ОБЛАСТ","БОТЕВГРАД","ГР.БОТЕВГРАД","ОУ ""В. Левски""","2 308 753","33","19,98","32","11,98"
"СОФИЯ-ОБЛАСТ","БОТЕВГРАД","С.ВРАЧЕШ","ОУ ""Отец  Паисий""","2 309 015","9","19,06","9","14,44"
"СОФИЯ-ОБЛАСТ","БОТЕВГРАД","С.ЛИТАКОВО","ОУ ""В. Левски""","2 308 415","19","28,21","18","15,65"
"СОФИЯ-ОБЛАСТ","БОТЕВГРАД","С.НОВАЧЕНЕ","ОУ""В.Левски""","2 309 766","10","25,85","10","35,75"
"СОФИЯ-ОБЛАСТ","БОТЕВГРАД","С.СКРАВЕНА","ОУ Св.Св. ""Кирил и  Методий""","2 309 022","8","53,63","8","31,47"
"СОФИЯ-ОБЛАСТ","БОТЕВГРАД","С.ТРУДОВЕЦ","ОУ ""Любен Каравелов""","2 300 114","19","60,92","19","42,17"
"СОФИЯ-ОБЛАСТ","ГОДЕЧ","ГР.ГОДЕЧ","СУ ""Проф.д-р Ас. Златаров""","2 300 163","34","46,85","33","25,42"
"СОФИЯ-ОБЛАСТ","ГОРНА МАЛИНА","С.АПРИЛОВО","ОУ ""Св. Св. Кирил и Методий""","2 309 200","9","28,94","9","12,67"
"СОФИЯ-ОБЛАСТ","ГОРНА МАЛИНА","С.ГОРНА МАЛИНА","СУ ""Хр. Ботев""","2 309 225","31","53,45","31","26,23"
"СОФИЯ-ОБЛАСТ","ГОРНА МАЛИНА","С.ДОЛНО КАМАРЦИ","ОУ ""Отец Паисий""","2 309 385","2","27,5","2","30,5"
"СОФИЯ-ОБЛАСТ","ДОЛНА БАНЯ","ГР.ДОЛНА БАНЯ","СУ""Н.Рилски""","2 306 213","35","26,63","34","17,57"
"СОФИЯ-ОБЛАСТ","ДРАГОМАН","ГР.ДРАГОМАН","СУ ""Христо Ботев""","2 300 214","27","54,3","27","22,22"
"СОФИЯ-ОБЛАСТ","ЕЛИН ПЕЛИН","ГР.ЕЛИН ПЕЛИН","СУ ""Васил Левски""","2 300 170","116","60","116","38,08"
"СОФИЯ-ОБЛАСТ","ЕЛИН ПЕЛИН","С.ГАБРА","ОУ ""Отец Паисий""","2 309 080","3","72,83","3","38,5"
"СОФИЯ-ОБЛАСТ","ЕЛИН ПЕЛИН","С.ДОГАНОВО","ОУ""Св.Св.Кирил и Методий""","2 309 684","6","23,58","6","16,5"
"СОФИЯ-ОБЛАСТ","ЕЛИН ПЕЛИН","С.ЕЛИН ПЕЛИН (ГАРА ЕЛИН П","ОУ""Стефан Стефанов""","2 308 778","19","37,61","19","23,88"
"СОФИЯ-ОБЛАСТ","ЕЛИН ПЕЛИН","С.ЛЕСНОВО","ОУ ""Христо Ботев""","2 309 691","11","42,5","11","20,07"
"СОФИЯ-ОБЛАСТ","ЕЛИН ПЕЛИН","С.МУСАЧЕВО","ОУ ""Иван Вазов""","2 309 403","1","14,5","1","9"
"СОФИЯ-ОБЛАСТ","ЕЛИН ПЕЛИН","С.НОВИ ХАН","ОУ ""Св.Св. Кирил и Методий""","2 309 410","17","63,47","17","39,97"
"СОФИЯ-ОБЛАСТ","ЕЛИН ПЕЛИН","С.РАВНО ПОЛЕ","ОУ  ""Христо Ботев""","2 309 264","14","54,61","14","25,68"
"СОФИЯ-ОБЛАСТ","ЕТРОПОЛЕ","ГР.ЕТРОПОЛЕ","СУ ""Хр. Ясенов""","2 300 195","65","51,04","65","37,77"
"СОФИЯ-ОБЛАСТ","ЕТРОПОЛЕ","ГР.ЕТРОПОЛЕ","ОУ""Хр.Ботев""-Етрополе","2 308 785","19","32,63","18","26,35"
"СОФИЯ-ОБЛАСТ","ЕТРОПОЛЕ","С.ЛОПЯН","ОУ ""Хр. Ботев""","2 303 456","18","19,86","18","28,31"
"СОФИЯ-ОБЛАСТ","ЕТРОПОЛЕ","С.МАЛКИ ИСКЪР","ОУ""Г. Бенковски""","2 309 454","9","22","9","24,33"
"СОФИЯ-ОБЛАСТ","ЗЛАТИЦА","ГР.ЗЛАТИЦА","СУ ""Св.  Паисий Хилендарски""","2 308 792","48","67,44","48","40,78"
"СОФИЯ-ОБЛАСТ","ИХТИМАН","ГР.ИХТИМАН","СУ ""Христо Ботев""","2 300 188","78","54,79","76","33,14"
"СОФИЯ-ОБЛАСТ","ИХТИМАН","ГР.ИХТИМАН","ОУ""Д.Дебелянов""","2 304 101","33","29,95","32","31,34"
"СОФИЯ-ОБЛАСТ","ИХТИМАН","ГР.ИХТИМАН","ОУ ""Св.Св. Кирил и Методий""","2 308 810","65","15,1","66","21,03"
"СОФИЯ-ОБЛАСТ","ИХТИМАН","С.ВАКАРЕЛ","ОУ ""Христо Смирненски""","2 309 054","9","30,22","8","18"
"СОФИЯ-ОБЛАСТ","КОПРИВЩИЦА","ГР.КОПРИВЩИЦА","СУ ""Любен Каравелов""","2 306 331","11","53,05","11","49,66"
"СОФИЯ-ОБЛАСТ","КОСТЕНЕЦ","ГР.КОСТЕНЕЦ","СУ ""Св. Климент Охридски""","2 303 490","43","70,06","43","38,56"
"СОФИЯ-ОБЛАСТ","КОСТЕНЕЦ","ГР.КОСТЕНЕЦ","ОУ ""Св.св.Кирил  и Методий""","2 309 531","48","59,18","48","32,65"
"СОФИЯ-ОБЛАСТ","КОСТЕНЕЦ","С.КОСТЕНЕЦ","ОУ""Константин Костенечки""","2 304 763","9","31,28","9","13,75"
"СОФИЯ-ОБЛАСТ","КОСТЕНЕЦ","С.МОМИН ПРОХОД","ОУ"" Хр. Смирненски""","2 309 532","7","48,71","7","43,14"
"СОФИЯ-ОБЛАСТ","КОСТИНБРОД","ГР.КОСТИНБРОД","СУ ""Д-р Петър Берон""","2 309 638","82","59,45","82","35,93"
"СОФИЯ-ОБЛАСТ","КОСТИНБРОД","ГР.КОСТИНБРОД","2ОУ ""Васил Левски""","2 300 067","9","56,11","9","44,03"
"СОФИЯ-ОБЛАСТ","КОСТИНБРОД","ГР.КОСТИНБРОД","I ОУ ""Васил Левски""","2 308 290","18","52,31","17","25,91"
"СОФИЯ-ОБЛАСТ","КОСТИНБРОД","С.ПЕТЪРЧ","ОУ ""Отец Паисий""","2 302 142","11","59,14","11","34,43"
"СОФИЯ-ОБЛАСТ","МИРКОВО","С.МИРКОВО","ОУ""Г.Бенковски""","2 307 277","11","53","11","34,77"
"СОФИЯ-ОБЛАСТ","ПИРДОП","ГР.ПИРДОП","СУ  ""Саво Савов""","2 300 105","44","57,13","44","36,18"
"СОФИЯ-ОБЛАСТ","ПРАВЕЦ","ГР.ПРАВЕЦ","ОУ  ""Васил Левски""","2 309 862","50","49,38","50","34,27"
"СОФИЯ-ОБЛАСТ","ПРАВЕЦ","С.ВИДРАРЕ","ОУ ""Васил Левски""","2 309 321","6","53,67","6","41,13"
"СОФИЯ-ОБЛАСТ","ПРАВЕЦ","С.ДЖУРОВО","ОУ ""Христо Ботев""","2 309 314","11","32,5","11","40,36"
"СОФИЯ-ОБЛАСТ","ПРАВЕЦ","С.ОСИКОВИЦА","ОУ""Любен Каравелов""","2 309 339","10","14,1","10","15,5"
"СОФИЯ-ОБЛАСТ","САМОКОВ","ГР.САМОКОВ","ПГ ""Константин Фотинов""","2 300 131","28","74,8","28","66,6"
"СОФИЯ-ОБЛАСТ","САМОКОВ","ГР.САМОКОВ","ОУ ""Митрополит Авкс.Велешки""","2 308 917","57","68,33","57","39,11"
"СОФИЯ-ОБЛАСТ","САМОКОВ","ГР.САМОКОВ","ОУ ""Св.Св.Кирил и Методий""","2 301 881","33","60,55","34","36,33"
"СОФИЯ-ОБЛАСТ","САМОКОВ","ГР.САМОКОВ","СУ ""Отец Паисий""","2 303 106","46","54,13","46","30,99"
"СОФИЯ-ОБЛАСТ","САМОКОВ","ГР.САМОКОВ","ОУ ""Христо Максимов""","2 308 924","23","41,93","23","22,03"
"СОФИЯ-ОБЛАСТ","САМОКОВ","ГР.САМОКОВ","СУ""Никола Велчев""","2 304 610","35","41,87","35","17,66"
"СОФИЯ-ОБЛАСТ","САМОКОВ","ГР.САМОКОВ","ОУ ""Неофит Рилски""","2 303 825","79","12,05","74","12,73"
"СОФИЯ-ОБЛАСТ","САМОКОВ","С.ГОВЕДАРЦИ","ОУ ""Димчо  Дебелянов""","2 300 062","7","46,64","7","20,14"
"СОФИЯ-ОБЛАСТ","САМОКОВ","С.РАДУИЛ","ОУ ""Христо Смирненски""","2 309 353","3","38,67","3","12,42"
"СОФИЯ-ОБЛАСТ","САМОКОВ","С.ЯРЛОВО","ОУ ""Васил Левски""","2 309 606","7","21,71","7","11,14"
"СОФИЯ-ОБЛАСТ","СВОГЕ","ГР.СВОГЕ","СУ  ""Иван  Вазов""","2 308 867","65","58,58","65","27,01"
"СОФИЯ-ОБЛАСТ","СВОГЕ","С.ВЛАДО ТРИЧКОВ","ОУ ""Елин Пелин""","2 309 928","1","56,5","1","83,25"
"СОФИЯ-ОБЛАСТ","СВОГЕ","С.ИСКРЕЦ","ОУ "" Св. Иван Рилски ""","2 308 828","13","48,69","13","45,85"
"СОФИЯ-ОБЛАСТ","СВОГЕ","С.ЛАКАТНИК(ГАРА ЛАКАТНИК)","ОУ ""Христо Ботев""","2 309 111","4","40,38","4","21"
"СОФИЯ-ОБЛАСТ","СВОГЕ","С.РЕБРОВО","ОУ ""Д-р Петър Берон""","2 309 912","9","37,39","9","21,83"
"СОФИЯ-ОБЛАСТ","СВОГЕ","С.СВИДНЯ","ОУ ""Отец Паисий""","2 300 028","1","82,5","1","52"
"СОФИЯ-ОБЛАСТ","СВОГЕ","С.ЦЕРОВО","ОУ ""Васил Левски""","2 302 003","11","57,91","11","41,66"
"СОФИЯ-ОБЛАСТ","СЛИВНИЦА","ГР.СЛИВНИЦА","СУ,,Св.Св.Кирил и Методий","2 306 517","44","53,27","45","33,3"
"СОФИЯ-ОБЛАСТ","СЛИВНИЦА","С.АЛДОМИРОВЦИ","ОУ""Ив.Вазов""","2 306 518","13","30,08","15","20,37"
"СОФИЯ-ОБЛАСТ","ЧАВДАР","С.ЧАВДАР","ОУ ""Св.св.Кирил и Методий","2 309 499","8","61,75","8","36,69"
"СОФИЯ-ОБЛАСТ","ЧЕЛОПЕЧ","С.ЧЕЛОПЕЧ","ОУ ""Св.Св.Кирил и Методий""","2 307 223","26","54,48","26","32,16"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.БРАТЯ ДАСКАЛОВИ","СУ ""Христо Ботев"", Бр.Даскалови","2 403 098","4","21,38","4","15,5"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ГРАНИТ","ОУ ""П.К.Яворов"", Гранит","2 403 099","8","17,38","8","17,78"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.МИРОВО","ОУ ""Д-р Петър Берон"", Мирово","2 403 100","2","13,5","2","6"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ОРИЗОВО","ОУ ""Христо Ботев"", Оризово","2 403 102","12","23,21","12","22,02"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ПАРТИЗАНИН","ОУ ""Г.С.Раковски"", Партизанин","2 403 103","7","12,5","7","14,14"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ЧЕРНА ГОРА","ОУ ""Св.св.Кирил и Методий"", Ч. гора","2 403 105","19","15,42","18","12,5"
"СТАРА ЗАГОРА","ГУРКОВО","ГР.ГУРКОВО","СУ""Хр.Смирненски""Гурково","2 406 129","48","27,01","47","19,75"
"СТАРА ЗАГОРА","ГУРКОВО","С.ПАНИЧЕРЕВО","ОУ ""Кирил и Методий"", Паничерево","2 406 130","10","6,3","9","7,39"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","ГР.ГЪЛЪБОВО","ІІ ОУ ""Хр.Ботев"" г.Гълъбово","2 404 110","35","38,49","35","22,89"
