Област;Община;Населено място;Код;Училище;Явили се БЕЛ;Ср. успех в точки БЕЛ (мах 65 т.);Явили се MAT;Ср. успех в точки MAT (мах 65 т.)
СИЛИСТРА;КАЙНАРДЖА;С.ГОЛЕШ;1-900-401;ОУ Васил Априлов;25;11.9;25;13.6
СИЛИСТРА;КАЙНАРДЖА;С.КАЙНАРДЖА;1-900-403;ОУ Черноризец Храбър;12;18.25;12;14
СИЛИСТРА;КАЙНАРДЖА;С.СРЕДИЩЕ;1-900-404;ОУ Цанко Церковски;33;21.92;32;19.12
СИЛИСТРА;СИЛИСТРА;ГР.СИЛИСТРА;1-900-502;СУ Никола Й.Вапцаров;50;30.38;50;22.92
СИЛИСТРА;СИЛИСТРА;ГР.СИЛИСТРА;1-900-503;ПМГ Св.Климент Охридски;28;42.04;28;43.89
СИЛИСТРА;СИЛИСТРА;ГР.СИЛИСТРА;1-900-511;ОУ Отец Паисий;74;40.82;74;34.99
СИЛИСТРА;СИЛИСТРА;ГР.СИЛИСТРА;1-900-512;ОУ Св.св.Кирил и Методий;55;35.95;55;30.93
СИЛИСТРА;СИЛИСТРА;ГР.СИЛИСТРА;1-900-514;ОУ Иван Вазов;67;40.99;67;40.06
СИЛИСТРА;СИЛИСТРА;С.БРАДВАРИ;1-900-516;ОУ Св.св.Кирил и Методий;6;22.5;6;20.5
СИЛИСТРА;СИЛИСТРА;С.ПРОФЕСОР ИШИРКОВО;1-900-517;ОбУ Св. Климент Охридски;17;23.44;17;21.12
СИЛИСТРА;СИЛИСТРА;С.КАЛИПЕТРОВО;1-900-518;ОУ Св.Св.Кирил и Методий;8;20.38;8;17
СИЛИСТРА;СИЛИСТРА;ГР.СИЛИСТРА;1-900-528;СпУ Дръстър;29;21.05;29;16.59
СИЛИСТРА;СИТОВО;С.ДОБРОТИЦА;1-900-601;ОУ Отец Паисий;13;14.69;13;17.62
СИЛИСТРА;СИТОВО;С.ИСКРА;1-900-602;ОУ Стефан Караджа;14;27.14;14;20.5
СИЛИСТРА;СИТОВО;С.СИТОВО;1-900-604;ОУ Георги С.Раковски;6;22.67;6;14.33
СИЛИСТРА;ТУТРАКАН;ГР.ТУТРАКАН;1-900-701;СУ Йордан Йовков;32;40.05;32;32.78
СИЛИСТРА;ТУТРАКАН;ГР.ТУТРАКАН;1-900-702;СУ Христо Ботев;39;26.81;39;19.56
СИЛИСТРА;ТУТРАКАН;С.ВАРНЕНЦИ;1-900-705;СПИ Христо Ботев;7;19.14;7;19.57
СИЛИСТРА;ТУТРАКАН;С.ЦАР САМУИЛ;1-900-706;ОУ Стефан Караджа;4;27.38;4;24.25
СИЛИСТРА;ТУТРАКАН;С.НОВА ЧЕРНА;1-900-714;ОУ Св. Св. Кирил и Методий;9;16.5;9;25.44
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;2-000-105;СУ Х.М.Пашов;32;18.2;32;12.5
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;2-000-106;ОУ Христо Ботев;75;34.09;75;26.87
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;2-000-107;ОУ Д-р Ив. Селимински;116;39.94;116;37
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;2-000-108;ОУ Д.Петров;39;34.64;39;29.77
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;2-000-109;СУ Пейо Яворов;54;30.55;54;23.91
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;2-000-110;ОУ Бр.Миладинови;130;10.85;129;10.98
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;2-000-111;ОУ П.Хитов;44;33.66;44;37.05
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;2-000-112;ОУ Юрий Гагарин;37;14.3;37;9.92
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;2-000-113;ОУ Св.св.Кирил и Методий;20;28.08;20;24.6
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;2-000-114;СУ -Йордан Йовков;31;35.61;31;27.87
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;2-000-115;СУ К. Константинов;95;32.76;94;27.18
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;2-000-116;ОУ Елисавета Багряна;82;34.31;82;31.22
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;2-000-126;ППМГ Добри Чинтулов;53;50.65;53;51.09
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;2-000-128;СУ Димитър Рохов;45;26.58;45;18.27
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;2-000-129;ПХГ Д. Дамянов – Сливен;23;39.7;23;40.48
СЛИВЕН;СЛИВЕН;С.БЯЛА;2-000-131;ОУ Хаджи Димитър;6;34.42;6;24.17
СЛИВЕН;СЛИВЕН;С.БЛАТЕЦ;2-000-132;ОУ Св.Климент Охридски Блатец;32;15.16;29;13.03
СЛИВЕН;СЛИВЕН;С.ГАВРАИЛОВО;2-000-136;ОУ Н. Геров;38;20.84;37;27.24
СЛИВЕН;СЛИВЕН;С.ЖЕЛЮ ВОЙВОДА;2-000-138;ОУ Д-р Петър Берон;9;9.89;9;14.33
СЛИВЕН;СЛИВЕН;С.ЗЛАТИ ВОЙВОДА;2-000-139;ОУ Братя Миладинови;13;6.54;11;10.27
СЛИВЕН;СЛИВЕН;ГР.КЕРМЕН;2-000-140;ОУ Христо Смирненски;14;22.46;14;17
СЛИВЕН;СЛИВЕН;С.КАМЕН;2-000-141;ОУ Св. Св. Кирил и Методий;14;13.07;14;16.64
СЛИВЕН;СЛИВЕН;С.КРУШАРЕ;2-000-142;ОУ Ч. Храбър;18;17.86;18;12.5
СЛИВЕН;СЛИВЕН;С.СОТИРЯ;2-000-146;ОУ Св.Паисий Хилендарски;34;13.82;32;28.69
СЛИВЕН;СЛИВЕН;С.САМУИЛОВО;2-000-147;ОУ Хр. Ботев;28;18.96;28;9.93
СЛИВЕН;СЛИВЕН;С.СТАРА РЕКА;2-000-148;ОУ Васил Левски;9;25.11;9;17.11
СЛИВЕН;СЛИВЕН;С.СЕЛИМИНОВО;2-000-149;ОУ Х.Димитър;11;15.18;10;18.4
СЛИВЕН;СЛИВЕН;С.ТОПОЛЧАНЕ;2-000-150;ОУ Св. П. Хилендарски;48;14.18;45;23.64
СЛИВЕН;КОТЕЛ;ГР.КОТЕЛ;2-000-201;СУГ.С.Раковски – Котел;30;25.03;30;14.43
СЛИВЕН;КОТЕЛ;С.ТИЧА;2-000-205;ОУ Христо Ботев;3;22.67;3;21
СЛИВЕН;КОТЕЛ;С.ГРАДЕЦ;2-000-206;ОУ Кап. П. Пармаков;37;12.73;36;9.42
СЛИВЕН;КОТЕЛ;С.КИПИЛОВО;2-000-208;ОУ Св. св. Кирил и Методий;7;14.57;7;13.86
СЛИВЕН;КОТЕЛ;С.МОКРЕН;2-000-209;ОУ Христо Ботев;9;26.11;9;30.67
СЛИВЕН;КОТЕЛ;С.ПЪДАРЕВО;2-000-212;ОУ Георги Раковски;4;17.25;4;10.75
СЛИВЕН;КОТЕЛ;С.ФИЛАРЕТОВО;2-000-213;ОУ Д-р Петър Берон;5;26.4;5;36.8
СЛИВЕН;КОТЕЛ;С.ЯБЛАНОВО;2-000-214;ОУ Н. Вапцаров;36;37.15;36;36.86
СЛИВЕН;НОВА ЗАГОРА;ГР.НОВА ЗАГОРА;2-000-303;ОУ Хр. Смирненски;32;9.66;31;13.74
СЛИВЕН;НОВА ЗАГОРА;ГР.НОВА ЗАГОРА;2-000-304;СУ Иван Вазов;36;13.14;37;14.16
СЛИВЕН;НОВА ЗАГОРА;ГР.НОВА ЗАГОРА;2-000-305;СУ Христо Ботев;114;34.56;114;27.61
СЛИВЕН;НОВА ЗАГОРА;С.БАНЯ;2-000-310;ОУ Злати Терзиев;13;11.85;12;24.42
СЛИВЕН;НОВА ЗАГОРА;С.КОНЬОВО;2-000-314;ОУ Св.св.Кирил и Методий;9;11.33;7;16.43
СЛИВЕН;НОВА ЗАГОРА;С.КОРТЕН;2-000-315;ОУ П. Р. Славейков;15;25.47;16;34.38
СЛИВЕН;НОВА ЗАГОРА;С.ЛЮБЕНОВА МАХАЛА;2-000-316;ОУ Иларион Макариополски;10;10.5;9;10.33
СЛИВЕН;НОВА ЗАГОРА;С.СТОИЛ ВОЙВОДА;2-000-321;ОУ – Св.Паисий Хилендарски;16;20;16;12
СЛИВЕН;НОВА ЗАГОРА;С.СЪДИЕВО;2-000-322;ОУ Христо Ботев;16;11.25;14;30.07
СЛИВЕН;ТВЪРДИЦА;ГР.ТВЪРДИЦА;2-000-402;СУНеофит Рилски;50;30.13;50;20.3
СЛИВЕН;ТВЪРДИЦА;С.БЯЛА ПАЛАНКА;2-000-405;ОУ Никола Й. Вапцаров;13;27.12;13;15.77
СЛИВЕН;ТВЪРДИЦА;С.СБОРИЩЕ;2-000-407;ОУ Никола Прокопиев;11;13.82;11;18.36
СЛИВЕН;ТВЪРДИЦА;ГР.ШИВАЧЕВО;2-000-408;СУ Г. Каравелов;37;28.05;37;20.86
СМОЛЯН;СМОЛЯН;ГР.СМОЛЯН;2-100-103;CУ Св. Св. Кирил и Методий;58;37.97;55;36.31
СМОЛЯН;СМОЛЯН;ГР.СМОЛЯН;2-100-104;ОУ Юрий Гагарин;6;33.83;6;34.83
СМОЛЯН;СМОЛЯН;ГР.СМОЛЯН;2-100-105;СУ Отец Паисий;21;35.86;19;29.63
СМОЛЯН;СМОЛЯН;ГР.СМОЛЯН;2-100-107;ОУ Проф. д-р Асен Златаров;45;42;45;31.89
СМОЛЯН;СМОЛЯН;ГР.СМОЛЯН;2-100-109;ОУ Стою Шишков;21;34.9;21;31.76
СМОЛЯН;СМОЛЯН;ГР.СМОЛЯН;2-100-110;ОУ Иван Вазов;95;40.37;95;38.11
СМОЛЯН;СМОЛЯН;С.АРДА;2-100-119;ОУ Св.Св.Кирил и Методий;4;41;4;43.25
СМОЛЯН;СМОЛЯН;С.МОМЧИЛОВЦИ;2-100-122;ОУ Св. Св. Кирил и Методий;10;37.15;10;52.3
СМОЛЯН;СМОЛЯН;С.СМИЛЯН;2-100-124;ОУ Св.Св.Кирил и Методий;14;29.68;14;25.5
СМОЛЯН;СМОЛЯН;С.ТЪРЪН;2-100-125;ОУ Стою Шишков;9;35.11;9;30.89
СМОЛЯН;БАНИТЕ;С.БАНИТЕ;2-100-201;СУ ХРИСТО БОТЕВ;11;44.64;11;53.45
СМОЛЯН;БАНИТЕ;С.ДАВИДКОВО;2-100-203;Оу Св.Св.Кирил и Методий;10;35;10;41.9
СМОЛЯН;БОРИНО;С.БОРИНО;2-100-301;СУ-Борино;18;36.72;18;39.5
СМОЛЯН;БОРИНО;С.ЯГОДИНА;2-100-303;ОУ -Ягодина;1;38;1;11
СМОЛЯН;ДЕВИН;ГР.ДЕВИН;2-100-401;СУ Христо Ботев;45;38.02;45;30.64
СМОЛЯН;ДЕВИН;С.ГРОХОТНО;2-100-405;ОУ Гео Милев;1;40;1;12
СМОЛЯН;ДЕВИН;С.ГЬОВРЕН;2-100-406;ОУ П.Кр.Яворов;8;43.75;8;38.25
СМОЛЯН;ДЕВИН;С.ЛЯСКОВО;2-100-407;ОУ Хр.Ботев;3;34.83;3;35
СМОЛЯН;ДЕВИН;ГР.ДЕВИН;2-100-409;ОУ Св.Св.Кирил и Методий;6;36.67;6;37.67
СМОЛЯН;ДЕВИН;С.ОСИКОВО;2-100-410;ОУ Д.Благоев;3;39;3;37
СМОЛЯН;ДЕВИН;С.ТРИГРАД;2-100-413;ОУ Иван Вазов;2;26;2;18.5
СМОЛЯН;НЕДЕЛИНО;ГР.НЕДЕЛИНО;2-100-501;СУ Неделино;36;43.36;36;29.64
СМОЛЯН;НЕДЕЛИНО;С.СРЕДЕЦ;2-100-502;ОУ В.Левски;3;27.33;3;24.33
СМОЛЯН;ЗЛАТОГРАД;С.СТАРЦЕВО;2-100-602;СУ Св. Княз Борис І;18;42.61;18;42.11
СМОЛЯН;ЗЛАТОГРАД;С.ДОЛЕН;2-100-605;ОУ Св.Св.Кирил и Методий;2;43.5;2;17.5
СМОЛЯН;ЗЛАТОГРАД;ГР.ЗЛАТОГРАД;2-100-606;ОУ В. Левски ГР.Златоград;27;41.43;27;38.56
СМОЛЯН;МАДАН;ГР.МАДАН;2-100-701;СУОтец Паисий;52;42.27;52;33.75
СМОЛЯН;МАДАН;ГР.МАДАН;2-100-704;ОУ Н.Й.Вапцаров;11;40.05;11;37.64
СМОЛЯН;МАДАН;С.БОРОВИНА;2-100-706;ОУ В.Левски;2;41.75;2;33.5
СМОЛЯН;МАДАН;С.БУКОВА ПОЛЯНА;2-100-708;ОУ Христо Ботев;1;28.5;1;9
СМОЛЯН;МАДАН;С.СРЕДНОГОРЦИ;2-100-709;ОУ П.Р.СЛАВЕЙКОВ;7;33.14;7;38.57
СМОЛЯН;РУДОЗЕМ;ГР.РУДОЗЕМ;2-100-801;СУ Св. св. Кирил и Методий;47;38.95;47;41.72
СМОЛЯН;РУДОЗЕМ;С.ЧЕПИНЦИ;2-100-802;СУ Христо Ботев;12;44.13;12;56.5
СМОЛЯН;РУДОЗЕМ;С.ЕЛХОВЕЦ;2-100-804;ОУ Христо Ботев;8;40.94;8;42.88
СМОЛЯН;ЧЕПЕЛАРЕ;ГР.ЧЕПЕЛАРЕ;2-100-901;СУ Васил Дечев;38;36.12;38;29.05
СМОЛЯН;ЧЕПЕЛАРЕ;С.ЗАБЪРДО;2-100-905;ОУ Бачо Киро;1;28.5;1;25
СМОЛЯН;ЧЕПЕЛАРЕ;С.ПАВЕЛСКО;2-100-907;ОУ Цар Симеон I;6;41.17;6;21.5
СМОЛЯН;ЧЕПЕЛАРЕ;ГР.ЧЕПЕЛАРЕ;2-100-920;СУОлимпийски надежди;5;15.2;5;27.6
СМОЛЯН;ДОСПАТ;ГР.ДОСПАТ;2-101-001;СУ – ДОСПАТ;14;43.61;14;40.64
СМОЛЯН;ДОСПАТ;С.ЗМЕИЦА;2-101-003;ОУ Васил Левски;10;27.7;10;42
СМОЛЯН;ДОСПАТ;С.КЪСАК;2-101-004;ОУ Христо Ботев;11;35.59;11;29.82
СМОЛЯН;ДОСПАТ;С.БАРУТИН;2-101-005;ОУ Н. Вапцаров;9;37.11;9;42.33
СМОЛЯН;ДОСПАТ;С.ЛЮБЧА;2-101-007;ОУ Христо Ботев;5;43.3;5;51.4
СМОЛЯН;ДОСПАТ;С.ЦРЪНЧА;2-101-008;ОУ Н. Й. Вапцаров;2;37;2;26.5
СМОЛЯН;ДОСПАТ;С.БРЪЩЕН;2-101-009;ОУ Яне Сандански;6;30.75;6;42.83
СМОЛЯН;ЗЛАТОГРАД;ГР.ЗЛАТОГРАД;2-103-232;С У АНТИМ І;19;41.08;19;37.63
СМОЛЯН;МАДАН;С.ВЪРБИНА;2-103-341;СУ Св. Св. Кирил и Методий;6;47.08;6;33.33
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.БАНКЯ;2-201-078;78. СУ Христо Смирненски;45;38;44;27.11
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-201-515;ЧСУ Цар Симеон Велики;8;46.19;8;46
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-202-002;2. СУ Акад.Емилиян Станев;144;43.09;144;41.01
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-202-005;5 ОУ Ив. Вазов;38;38.88;38;37.24
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-202-026;26 СУ Йордан Йовков;39;31.99;39;24
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-202-050;50 ОУ Васил Левски;31;35.13;31;25.45
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-202-052;52 ОУ;33;33.3;33;29.55
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-202-064;64 ОУ;22;47.98;22;47.36
СОФИЯ-ГРАД;СТОЛИЧНА;С.ВЛАДАЯ;2-202-086;86 ОУ;23;32.87;23;28.78
СОФИЯ-ГРАД;СТОЛИЧНА;С.МЪРЧАЕВО;2-202-152;152 ОУ;7;24.29;7;17.71
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-202-535;ЧСОУ РЬОРИХ;5;39.7;5;34.2
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-202-536;ЧСЕУ Дрита;27;37.56;27;49
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-202-537;ЧОУ Света София;52;56.1;52;62.75
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-202-574;ЧСУ Свети Георги;16;41.38;16;45.44
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-202-612;СУУУС Проф. д-р Дечо Денев;13;23.65;14;28.14
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-203-061;61 ОУ Св. Св. Кирил и Методий;46;41.9;46;35.46
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-203-070;70-о ОУ;19;16.03;19;14.37
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-203-074;74 СУ Гоце Делчев;90;38.27;90;35.02
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-203-140;140. СУ Иван Богоров;78;28.37;78;23.01
СОФИЯ-ГРАД;СТОЛИЧНА;С.ВОЛУЯК;2-203-146;146 ОУ;11;33.45;11;32.45
СОФИЯ-ГРАД;СТОЛИЧНА;С.МРАМОР;2-203-175;175 ОУ;16;33.84;15;32.73
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-203-603;СУ за ученици с нарушено зрени;6;33.92;5;21.8
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-203-720;ЧСУ Дружба – София;35;40.26;35;43.34
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-204-018;18 СУ Уилям Гладстон;177;45.19;177;45.45
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-204-030;30 СУ Братя Миладинови;66;36.55;66;27.26
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-204-032;32.СУИЧЕ Св. Климент Охридски;194;47.72;194;47.85
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-204-046;46 ОУ К. Фотинов;17;30.26;17;19.53
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-204-067;67 ОУ Васил Друмев;26;11.38;26;9.15
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-204-076;76. ОУ;18;34.86;18;33.78
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-204-134;134. СУ Д. Дебелянов;72;45.52;72;48.72
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-204-136;136 ОУ Любен Каравелов;31;16.19;33;11.42
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-204-549;ЧПГ ВЕДА;12;48.88;12;54
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-204-595;ЧОУ Светлина;11;39.68;10;38.5
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-204-674;ЧОУ Езиков свят;2;26;1;18
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-205-011;11 ОУ Св. Пимен Зографски;40;39.85;40;39.88
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-205-105;105. СУ Атанас Далчев;90;42.77;90;42.17
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-205-119;119 СУ Академик М. Арнаудов;124;43.74;124;46.1
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-205-521;ЧОУ Св. Климент Охридски;12;51.58;12;57.5
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-206-003;3 СУ МАРИН ДРИНОВ;22;20.25;22;12.82
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-206-043;43 ОУ Христо Смирненски;69;39.65;69;33.78
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-206-045;45 ОУ;101;41.93;101;37.03
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-206-113;113 СУСава Филаретов;16;12.88;15;12.33
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-207-004;4 ОУ;67;38.91;67;41.37
СОФИЯ-ГРАД;СТОЛИЧНА;С.БУСМАНЦИ;2-207-065;65 ОУ;10;18.5;10;12.7
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-207-068;68 СУАкад.Никола Обрешков;37;35.27;36;29.72
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-207-069;69 СУ Д. Маринов;25;19.62;25;18.52
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-207-089;89 ОУ --Д-р Христо Стамболски;17;16.24;18;12.61
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-207-108;108 СУ Н.Беловеждов;41;32.41;41;25.02
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-207-150;150-то ОУ ЦАР СИМЕОН ПЪРВИ;35;33.51;35;29.66
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-207-163;163 ОУ;48;37.52;48;36.71
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-208-017;17 СУ Дамян Груев;87;40.82;88;36.44
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-208-028;28 СУ А. Константинов;42;28.63;42;22.26
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-208-057;57 ССУ Св. Н. Охридски;39;19.55;39;10.9
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-208-075;75 ОУ Т.Каблешков;87;11.08;85;11.07
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-208-092;92 ОУ Димитър Талев;36;34.85;36;27.14
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-208-123;123 СУ Стефан Стамболов;41;29.87;41;21.98
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-208-135;135 СУ;24;32.25;24;27.58
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-208-147;147 ОУ;20;15.9;19;16.26
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-209-019;19 СУ Елин Пелин;74;45.16;74;48.86
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-209-025;25 ОУ;51;40.66;51;40.2
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-209-034;34 ОУ Стою Шишков;53;40.1;53;39.6
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-209-036;36 СУ Максим Горки;104;45.91;104;47.64
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-209-051;51 СУ;117;44.76;117;44.91
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-209-132;132. СУ Ваня Войнова;29;31.07;29;25.72
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-209-142;142 ОУ Веселин Ханчев;76;41.93;76;38.58
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-209-529;ЧЕСУ Дорис Тенеди;36;47.56;36;48.61
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-210-085;85 СУ Отец Паисий;22;28.52;22;27.55
СОФИЯ-ГРАД;СТОЛИЧНА;С.ГОРНИ БОГРОВ;2-210-115;115ОУ;14;30.04;14;19.71
СОФИЯ-ГРАД;СТОЛИЧНА;С.ЯНА;2-210-116;116 ОУ;8;15.25;8;11.38
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.БУХОВО;2-210-117;117.СУ;30;31.88;30;28.4
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-210-156;156-о ОУ В.Левски;22;30.93;22;19.59
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-210-159;159 ОУ;16;35.13;16;25.56
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-210-162;162 ОУ Отец Паисий;43;22.44;43;13.07
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-211-021;21 СУ ХРИСТО БОТЕВ;40;39.26;39;34.38
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-211-035;35. СУ Добри Войников;80;44.33;80;40.95
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-211-107;107. ОУ;102;49.55;102;54.27
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-211-120;120 ОУ Г.С.Раковски;90;43.75;90;46.31
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-211-122;122 ОУ Н. Лилиев;30;43.37;30;46
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-211-139;139 ОУ Захарий Круша;53;40.37;53;40.55
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-211-518;ЧОУ Д-р Петър Берон;28;41.11;28;47.07
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-211-564;ЧСОУ Българско школо;28;47.36;28;49.36
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-211-598;ЧСОУ Г.С.Уланова;7;48.5;7;48.57
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-212-027;27. СУ;13;24.92;14;17.93
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-212-033;33 ОУ Санкт Петербург;76;40.56;76;37.43
