"﻿Област","Община","Населено място","Код","Училище","Явили се МАТ","Явили се БЕЛ","Явили се ЧО","Явили се ЧП","Ср. успех в точки МАТ (мах 100 т)","Ср. успех в точки БЕЛ (мах 100 т)","Ср. успех в точки ЧО (мах 100 т)","Ср. успех в точки ЧП (мах 100 т)"
"Пловдив","Пловдив","Пловдив","1690544","Основно училище ""Димитър Талев""","136","132","137","138","86,88","82,8","93,54","91,3"
"Пловдив","Пловдив","Пловдив","1690545","Основно училище ""Захари Стоянов""","21","20","21","21","70,71","67,25","83,57","79,52"
"Пловдив","Пловдив","Пловдив","1690546","Основно училище ""Стоян Михайловски""","51","51","51","51","75,98","81,86","85,59","91,57"
"Пловдив","Пловдив","Пловдив","1690547","Основно училище ""Яне Сандански""","105","108","105","106","82,38","79,91","91,9","93,44"
"Пловдив","Пловдив","Пловдив","1690549","Средно училище "" Константин Величков ""","23","24","26","25","72,39","72,08","82,12","83,2"
"Пловдив","Пловдив","Пловдив","1690550","Средно училище ""Свети Константин - Кирил Философ""","95","93","94","95","89,53","79,57","90,96","90,84"
"Пловдив","Пловдив","Пловдив","1690642","Средно училище „Димитър Матевски""","125","123","123","124","82,6","80,94","87,07","86,98"
"Пловдив","Пловдив","Пловдив","1690643","Средно училище ""Свети Седмочисленици""","70","70","70","70","88,93","85,64","92,71","92,79"
"Пловдив","Пловдив","Пловдив","1690644","Средно училище ""Свети Софроний Врачански""","110","110","111","111","82,55","69,95","85,14","85"
"Пловдив","Пловдив","Пловдив","1690645","Средно училище ""Черноризец Храбър""","101","103","100","100","90,79","83,98","95","91"
"Пловдив","Пловдив","Пловдив","1690901","ЧАСТНО СРЕДНО УЧИЛИЩЕ ""ДРУЖБА""","24","22","24","24","85,83","78,64","92,92","88,13"
"Пловдив","Пловдив","Пловдив","1690907","Частно основно училище ""Класик""","9","9","9","9","96,11","92,22","96,11","94,44"
"Разград","Завет","Завет","1701101","Средно училище ""Свети Свети Кирил и Методий""","21","21","21","21","61,67","70","69,52","66,67"
"Разград","Завет","Завет","1701103","Възпитателно училище интернат Никола Йонков Вапцаров","3","3","3","3","43,33","40","48,33","46,67"
"Разград","Завет","Брестовене","1701104","Основно училище ""Христо Ботев""","22","22","22","22","55,68","40,68","68,86","65"
"Разград","Завет","Острово","1701105","Основно училище ""Христо Ботев""","8","8","8","8","72,5","77,5","83,13","86,88"
"Разград","Завет","Веселец","1701106","Основно училище ""Христо Ботев""","10","10","10","10","70,5","85","72,5","86"
"Разград","Завет","Сушево","1701108","Основно училише ""Васил Левски""","2","2","2","2","72,5","50","70","80"
"Разград","Исперих","Исперих","1701402","Основно училище ""Васил Априлов""","75","78","76","76","78,6","72,82","84,47","86,71"
"Разград","Исперих","Исперих","1701403","Основно училище ""Христо Ботев""","36","34","37","37","70,42","66,91","80,81","83,24"
"Разград","Исперих","Вазово","1701408","Основно училище ""Никола Йонков Вапцаров""","15","15","15","15","67,33","59,33","71,67","73"
"Разград","Исперих","Китанчево","1701411","Основно училище ""Христо Ботев""","10","10","10","10","62,5","56,5","68","59,5"
"Разград","Исперих","Лудогорци","1701412","Основно училище ""Христо Ботев""","13","13","13","13","81,54","81,92","90,77","74,23"
"Разград","Исперих","Подайва","1701413","Основно училище ""Отец Паисий""","21","22","22","22","70,48","73,86","79,77","80,23"
"Разград","Кубрат","Кубрат","1701601","Средно училище ""Христо Ботев""","65","65","65","65","67,46","60,23","79,62","75,69"
"Разград","Кубрат","Кубрат","1701604","Основно училище ""Христо Смирненски""","20","20","20","20","61,75","52","69,5","73,5"
"Разград","Кубрат","Беловец","1701606","Основно училище ""Васил Левски""","10","10","10","10","62","46","59","68,5"
"Разград","Кубрат","Севар","1701607","Основно училище ""Никола Йонков Вапцаров""","15","15","15","15","69,67","62,67","74","69,33"
"Разград","Кубрат","Юпер","1701608","Основно училище ""Свети Климент""","5","5","5","4","45","36","62","77,5"
"Разград","Кубрат","Бисерци","1701609","Основно училище ""Никола Йонков Вапцаров""","9","9","9","9","75,56","67,78","68,33","73,33"
"Разград","Кубрат","Сеслав","1701612","Основно училище ""Свети Свети Кирил и Методий""","8","7","8","7","53,75","52,86","56,88","67,14"
"Разград","Кубрат","Равно","1701613","Основно училище ""Св. Паисий Хилендарски""","1","1","1","1","75","85","95","85"
"Разград","Лозница","Сейдол","1701703","Основно училище Виделина","11","11","11","11","76,36","66,36","80","80,91"
"Разград","Лозница","Веселина","1701706","Основно училище ""Иван Вазов""","6","6","6","6","73,33","64,17","75,83","75"
"Разград","Лозница","Гороцвет","1701709","Основно училище ""Христо Ботев""","19","19","19","19","59,74","52,37","62,11","64,21"
"Разград","Лозница","Трапище","1701710","Основно училище ""Кирил и Методий""","4","4","4","3","53,75","56,25","61,25","66,67"
"Разград","Лозница","Лозница","1701711","Начално училище""Васил Левски""","32","31","32","31","74,53","65,32","83,44","83,87"
"Разград","Разград","Разград","1702611","Основно училище Никола Йонков Вапцаров","84","84","85","85","90,6","82,86","87,47","90,76"
"Разград","Разград","Разград","1702612","Средно училище ""Христо Ботев""","34","34","34","34","83,09","83,24","91,76","87,06"
"Разград","Разград","Разград","1702613","Основно училище ""Васил Левски""","96","96","96","96","96,15","97,81","98,65","98,8"
"Разград","Разград","Разград","1702614","Основно училище ""Никола Икономов""","85","85","86","85","90,94","88,47","94,24","90,59"
"Разград","Разград","Разград","1702615","Основно училище ""Иван Сергеевич Тургенев""","39","39","39","39","63,33","63,33","71,28","69,87"
"Разград","Разград","Разград","1702616","Основно училище""Отец Паисий""","18","18","18","18","68,06","61,11","72,78","73,61"
"Разград","Разград","Осенец","1702618","Основно училище ""Д-р Петър Берон""","5","5","5","5","60","60","72","68"
"Разград","Разград","Раковски","1702620","Основно училище ""Георги Сава Раковски""","15","15","15","15","62,33","68","70,67","69,33"
"Разград","Разград","Дянково","1702621","Основно училище ""Отец Паисий""","6","7","7","7","80,83","54,29","82,86","83,57"
"Разград","Разград","Ясеновец","1702622","Основно училище ""Св. Св. Кирил и Методий""","27","29","28","28","71,11","56,9","68,21","67,68"
"Разград","Разград","Киченица","1702623","Основно училище ""Кирил и Методий""","9","8","10","10","60","48,13","57","62"
"Разград","Разград","Стражец","1702625","Основно училище ""Елин Пелин""","3","3","3","3","33,33","50","60","68,33"
"Разград","Самуил","Самуил","1702901","Средно училище ""Свети Свети Кирил и Методий""","14","14","14","14","75","75,71","76,07","84,29"
"Разград","Самуил","Хърсово","1702902","Основно училище ""Свети Паисий Хилендарски""","8","10","11","11","47,5","47,5","50,91","54,09"
"Разград","Самуил","Владимировци","1702903","Основно училище ""Христо Ботев""","13","13","13","13","78,08","70","79,23","78,85"
"Разград","Самуил","Желязковец","1702904","Основно училище ""Св. Климент Охридски""","4","4","4","4","50","47,5","62,5","70"
"Разград","Цар Калоян","Цар Калоян","1703601","Средно училище ""Христо Ботев""","17","18","17","18","85","80,56","88,53","85"
"Разград","Цар Калоян","Езерче","1703602","Основно училище ""Свети Паисий Хилендарски""","13","13","13","13","75","71,15","86,92","91,15"
"Русе","Борово","Борово","1801001","Обединено училище ""Свети Климент Охридски""","13","13","13","13","75,38","83,08","80,77","81,54"
"Русе","Борово","Горно Абланово","1801003","Основно училище ""ХРИСТО БОТЕВ""","4","4","4","4","61,25","68,75","73,75","71,25"
"Русе","Борово","Обретеник","1801004","Основно училище ""Петко Рачев Славейков""","8","8","8","8","63,75","62,5","61,88","62,5"
"Русе","Бяла","Бяла","1802001","Начално училище ""Свети Свети Кирил и Методий""","20","20","20","19","88","73,75","93,75","95,79"
"Русе","Бяла","Бяла","1802002","Начално училище ""Петко Рачев Славейков""","37","37","37","37","80,95","78,51","89,59","91,35"
"Русе","Бяла","Бяла","1802003","Основно училище ""Никола Йонков Вапцаров""","14","14","14","14","68,21","66,79","67,86","68,93"
"Русе","Бяла","Копривец","1802008","Основно училище ""Неофит Рилски""","21","21","21","20","48,57","42,86","55,95","66,75"
"Русе","Бяла","Полско Косово","1802009","Основно училище ""Свети свети Кирил и Методий""","8","8","8","8","71,25","60,63","86,25","86,25"
"Русе","Ветово","Ветово","1803001","Средно училище ""Васил Левски"" с професионални паралелки","54","56","55","55","60","59,11","67","66,82"
"Русе","Ветово","Сеново","1803002","Основно училище ""Свети свети Кирил и Методий""","4","4","4","4","66,25","62,5","57,5","52,5"
"Русе","Ветово","Глоджево","1803005","Средно училище ""Христо Ботев""","20","20","20","20","81,75","63,25","85,5","83,5"
"Русе","Ветово","Смирненски","1803008","Основно училище ""Петко Рачов Славейков""","15","14","15","15","68,33","62,14","90","85,67"
"Русе","Две могили","Баниска","1804004","Основно училище ""Христо Ботев""","6","6","6","6","64,17","62,5","75,83","82,5"
"Русе","Две могили","Две могили","1804007","Средно училище ""Св. св. Кирил и Методий""","44","41","45","44","70,8","70,73","79,33","77,27"
"Русе","Иваново","Иваново","1805001","Основно училище "" Никола Йонков Вапцаров ""","9","9","9","8","83,89","76,67","78,33","86,25"
"Русе","Иваново","Тръстеник","1805004","Основно училище""Васил Левски""","3","3","3","3","58,33","50","70","65"
"Русе","Иваново","Щръклево","1805005","Основно училище ""Христо Ботев""","11","11","11","11","68,18","62,27","77,73","70"
"Русе","Иваново","Сваленик","1805006","ОСНОВНО УЧИЛИЩЕ "" СВЕТИ КЛИМЕНТ ОХРИДСКИ ""","3","3","3","3","73,33","45","53,33","53,33"
"Русе","Русе","Русе","1806101","Основно училище ""Отец Паисий""","104","103","105","105","83,7","71,12","88,38","87"
"Русе","Русе","Русе","1806102","Основно училище ""Любен Каравелов""","72","72","72","72","89,24","83,4","90,28","88,54"
"Русе","Русе","Русе","1806103","Основно училище ""Ангел Кънчев""","27","27","27","27","86,48","85,56","86,3","84,81"
"Русе","Русе","Русе","1806104","Основно училище "" Братя Миладинови""","22","22","22","22","81,14","80,68","84,77","78,86"
"Русе","Русе","Русе","1806106","Основно училище ""Иван Вазов""","92","92","92","92","87,61","80,6","89,08","90,92"
"Русе","Русе","Русе","1806108","Основно училище ""Алеко Константинов""","27","26","26","24","55,93","60,58","73,08","73,75"
"Русе","Русе","Русе","1806109","Основно училище ""Тома Кърджиев""","32","32","33","33","77,5","69,06","78,03","81,36"
"Русе","Русе","Русе","1806110","Основно училище ""Никола Обретенов""","42","41","42","42","65,48","68,54","79,52","76,9"
"Русе","Русе","Русе","1806111","Основно училище ""Васил Априлов""","47","48","47","48","72,55","67,08","82,02","82,5"
"Русе","Русе","Русе","1806112","Основно училище ""Христо Смирненски""","10","11","11","11","50","45,91","65,91","67,27"
"Русе","Русе","Николово","1806114","Основно училище ""Свети свети Кирил и Методий""","13","12","12","12","73,08","71,25","85","85,42"
"Русе","Русе","Мартен","1806115","Основно училище ""Отец Паисий""","24","24","24","24","81,67","76,67","86,04","87,29"
"Русе","Русе","Ново село","1806117","Основно училище ""Георги Стойков Раковски""","12","12","12","12","57,92","52,92","70,42","70,42"
"Русе","Русе","Семерджиево","1806118","ОСНОВНО УЧИЛИЩЕ ""СВ. СВ. КИРИЛ И МЕТОДИЙ""","9","9","9","9","67,22","60,56","69,44","71,67"
"Русе","Русе","Тетово","1806120","Основно училище ""Отец Паисий""","7","7","7","7","79,29","80,71","82,86","83,57"
"Русе","Русе","Хотанца","1806121","Начално училище ""Васил Априлов""","4","4","4","4","85","61,25","88,75","83,75"
"Русе","Русе","Русе","1806203","СУ за европейски езици ""Свети Константин-Кирил Философ""","111","111","111","111","87,57","84,68","90,95","91,22"
"Русе","Русе","Русе","1806204","Средно училище с преподаване на немски език ""Фридрих Шилер""","120","120","120","120","86,54","84,83","92,21","89,5"
"Русе","Русе","Русе","1806205","Основно училище ""Олимпи Панов""","24","26","24","26","88,33","81,73","96,04","93,08"
"Русе","Русе","Русе","1806206","Средно училище ""Йордан Йовков""","47","45","46","46","86,7","86,78","93,15","91,85"
"Русе","Русе","Русе","1806207","Средно училище ""Христо Ботев""","99","99","99","99","83,08","75,96","91,82","89,49"
"Русе","Русе","Русе","1806208","Средно училище ""Възраждане""","91","90","91","91","78,79","70,67","85,27","87,91"
"Русе","Русе","Русе","1806209","Средно училище ""Васил Левски""","172","172","171","171","77,79","72,21","89,09","90,56"
"Русе","Русе","Русе","1806213","Първо частно СУ ""Леонардо да Винчи""","10","10","10","10","97,5","97","98,5","99"
"Русе","Сливо поле","Голямо Враново","1807006","Основно училище Иван Вазов","20","20","20","20","51,5","43,25","66,5","54,25"
"Русе","Сливо поле","Ряхово","1807007","Основно училище ""Свети свети Кирил и Методий""","8","8","7","6","56,25","53,75","72,14","82,5"
"Русе","Сливо поле","Сливо поле","1807008","Средно училище ""Св.Паисий Хилендарски""","36","36","36","36","70,69","64,17","70,97","77,92"
"Русе","Ценово","Ценово","1808001","Основно училище ""Христо Ботев""","7","7","7","7","55,71","57,14","57,86","67,86"
"Русе","Ценово","Караманово","1808002","Основно училище ""Христо Ботев""","5","6","5","5","74","66,67","76","74"
"Русе","Ценово","Новград","1808003","Основно училище ""Алеко Константинов""","3","3","3","2","71,67","58,33","86,67","80"
"Русе","Ценово","Долна Студена","1808004","Основно училище ""Свети Климент Охридски""","8","8","7","7","68,13","68,13","68,57","70"
"Силистра","Алфатар","Алфатар","1900101","Основно училище ""Христо Ботев""","10","13","12","12","71,5","63,46","83,33","73,75"
"Силистра","Главиница","Главиница","1900201","Средно училище ""Васил Левски""","32","33","32","32","78,44","65,61","84,84","86,41"
"Силистра","Главиница","Зафирово","1900202","Обединено училище ""Иван Вазов""","37","37","37","37","63,24","54,32","67,03","65,27"
"Силистра","Главиница","Сокол","1900206","Основно училище ""Свети Свети Кирил и Методий""","9","9","9","9","67,22","70,56","76,67","80,56"
"Силистра","Главиница","Стефан Караджа","1900207","Основно училище ""Отец Паисий""","3","4","4","4","45","57,5","56,25","43,75"
"Силистра","Дулово","Дулово","1900301","Средно училище "" Васил Левски""","66","63","66","66","73,33","66,51","82,35","83,18"
"Силистра","Дулово","Окорш","1900302","Средно училище ""Йордан Йовков""","21","21","21","21","78,33","58,57","77,62","76,19"
"Силистра","Дулово","Паисиево","1900303","Средно училище ""Христо Ботев""","16","16","16","16","68,13","66,88","65,63","72,19"
"Силистра","Дулово","Секулово","1900304","Основно училище ""Св.св.Кирил и Методий""","15","15","15","15","68","64","62","65,33"
"Силистра","Дулово","Правда","1900309","Основно училище ""Св.Св.Кирил и Методий""","15","15","15","15","57,67","67,33","67,33","62"
"Силистра","Дулово","Черник","1900311","Основно училище ""Свети свети Кирил и Методий""","20","20","20","20","64,25","59,5","72,75","66"
"Силистра","Дулово","Чернолик","1900312","Основно училище ""Д-р Петър Берон""","9","9","9","9","67,22","57,22","65,56","62,22"
"Силистра","Дулово","Яребица","1900313","Основно училище ""Васил Левски""","15","15","15","15","69,67","64,67","70,67","67"
"Силистра","Дулово","Дулово","1900314","Основно училище ""Христо Смирненски""","48","49","49","48","68,23","62,04","70,82","74,27"
"Силистра","Дулово","Поройно","1900320","Начално училище ""Светлина""","13","12","13","13","59,62","59,17","61,54","63,46"
"Силистра","Кайнарджа","Голеш","1900401","Основно училище ""Васил Априлов""","25","27","26","26","42,4","39,81","54,04","54,62"
"Силистра","Кайнарджа","Кайнарджа","1900403","Основно училище ""Черноризец Храбър""","13","10","13","13","55,77","65,5","61,54","51,92"
"Силистра","Кайнарджа","Средище","1900404","Основно училище ""Цанко Церковски""","19","19","19","19","52,63","48,42","61,58","64,47"
"Силистра","Силистра","Силистра","1900502","Средно училище ""Никола Йонков Вапцаров""","61","61","65","64","78,77","76,56","89,38","88,67"
"Силистра","Силистра","Силистра","1900511","Основно училище ""Отец Паисий""","68","68","68","68","83,01","69,34","89,34","89,34"
"Силистра","Силистра","Силистра","1900512","Основно училище ""Св. Св. Кирил и Методий""","56","56","56","56","80,63","85,71","85,89","87,41"
"Силистра","Силистра","Силистра","1900514","Основно училище ""Иван Вазов""","99","99","99","99","87,93","88,38","91,06","89,65"
"Силистра","Силистра","Брадвари","1900516","Основно училище ""Св. св. Кирил и Методий""","4","4","4","4","78,75","67,5","71,25","62,5"
"Силистра","Силистра","Професор Иширково","1900517","Обединено училище ""Свети Климент Охридски""","15","14","14","14","66","66,07","65,36","73,21"
"Силистра","Силистра","Калипетрово","1900518","Основно училище ""Св. Св. Кирил и Методий""","5","5","5","5","62","71","79","80"
"Силистра","Ситово","Добротица","1900601","Основно училище ""Отец Паисий""","15","13","14","13","51","58,85","58,21","61,92"
"Силистра","Ситово","Искра","1900602","Основно училище ""Стефан Караджа""","20","19","20","20","61,75","52,63","63,25","63,25"
"Силистра","Ситово","Ситово","1900604","Основно училище ""Георги Сава Раковски""","2","2","2","2","87,5","72,5","95","95"
"Силистра","Тутракан","Тутракан","1900701","Средно училище ""Йордан Йовков""","31","30","31","31","84,52","82,33","86,94","85,32"
"Силистра","Тутракан","Тутракан","1900702","Средно училище ""Христо Ботев""","43","44","46","45","80,12","75,8","86,85","88,78"
"Силистра","Тутракан","Цар Самуил","1900706","Основно училище ""Стефан Караджа""","9","9","9","9","73,89","69,44","81,11","75"
"Силистра","Тутракан","Нова Черна","1900714","Основно училище ""Свети Свети Кирил и Методий""","9","9","9","9","67,78","77,22","80","72,22"
"Сливен","Сливен","Сливен","2000102","Начално училище ""Васил Левски""","60","61","61","61","90,25","79,34","93,52","92,38"
"Сливен","Сливен","Сливен","2000105","Средно училище ""Хаджи Мина Пашов""","33","37","34","35","74,85","69,05","78,53","77,71"
"Сливен","Сливен","Сливен","2000106","Основно училище ""Христо Ботев""","98","98","98","98","75,61","75,1","82,5","85,61"
"Сливен","Сливен","Сливен","2000107","Основно училище ""Д-р Иван Селимински ""","69","69","69","69","87,1","78,77","94,93","91,38"
"Сливен","Сливен","Сливен","2000108","Основно училище ""Димитър Петров""","68","68","68","68","74,26","72,28","85,44","85,88"
"Сливен","Сливен","Сливен","2000109","Средно училище "" Пейо Крачолов Яворов ""","95","93","96","95","76,37","76,4","84,84","84,74"
"Сливен","Сливен","Сливен","2000110","Основно училище ""Братя Миладинови""","133","134","131","131","55,15","51,31","61,11","63,28"
"Сливен","Сливен","Сливен","2000111","Основно училище ""Панайот Хитов""","45","45","45","45","60,44","63,78","77,67","80,22"
"Сливен","Сливен","Сливен","2000112","Основно училище ""Юрий Гагарин""","75","74","72","74","45","45,2","46,18","48,58"
"Сливен","Сливен","Сливен","2000113","Основно училище ""Свети свети Кирил и Методий""","22","24","23","23","65,68","66,46","71,3","78,26"
"Сливен","Сливен","Сливен","2000114","Средно училище ""Йордан Йовков""","30","30","30","30","74,33","67,17","77,83","87"
"Сливен","Сливен","Сливен","2000115","Средно училище ""Константин Константинов""","135","134","135","134","85,48","86,87","92,26","91,6"
"Сливен","Сливен","Сливен","2000116","Основно училище ""Елисавета Багряна""","93","93","93","93","77,04","74,62","86,99","87,2"
"Сливен","Сливен","Бяла","2000131","Основно училище ""Хаджи Димитър""","5","5","5","5","62","76","76","76"
"Сливен","Сливен","Блатец","2000132","Основно училище ""Свети Климент Охридски""","41","42","41","41","52,8","53,33","64,88","55,98"
"Сливен","Сливен","Гавраилово","2000136","Основно училище "" Найден Геров ""","20","20","18","20","42,25","46,25","50,83","52,5"
"Сливен","Сливен","Желю войвода","2000138","Основно училище ""Д-р Петър Берон""","19","21","19","19","39,47","29,52","42,11","41,05"
"Сливен","Сливен","Злати войвода","2000139","Основно училище ""Братя Миладинови""","11","11","11","10","50,91","50,45","53,18","53"
"Сливен","Сливен","Кермен","2000140","Основно училище ""Христо Смирненски""","20","20","20","19","47,5","48,75","46","61,05"
"Сливен","Сливен","Камен","2000141","Основно училище ""Свети Свети Кирил и Методий""","25","25","25","25","45,6","44,2","54,4","52,4"
"Сливен","Сливен","Крушаре","2000142","Основно училище ""Черноризец Храбър""","29","29","29","29","68,97","65,69","70,34","73,28"
"Сливен","Сливен","Сотиря","2000146","Основно училище ""Свети Паисий Хилендарски""","38","40","37","38","48,55","48,13","65,68","65,92"
"Сливен","Сливен","Самуилово","2000147","Основно училище ""Христо Ботев""","42","43","40","42","50,12","50,93","56,63","56,43"
"Сливен","Сливен","Стара река","2000148","Основно училище ""Васил Левски""","9","8","9","9","46,11","56,88","68,89","71,67"
"Сливен","Сливен","Селиминово","2000149","Основно училище ""Хаджи Димитър""","26","28","25","24","39,23","40,71","38,6","38,96"
"Сливен","Сливен","Тополчане","2000150","Основно училище ""Св. Паисий Хилендарски""","61","62","57","58","53,36","56,61","55,18","55,69"
"Сливен","Сливен","Чинтулово","2000151","Начално училище ""Христо Ботев""","18","19","18","18","62,78","68,16","73,89","73,89"
"Сливен","Котел","Котел","2000201","Средно училище ""Георги Стойков Раковски""","49","48","50","49","77,35","73,85","79","85,51"
"Сливен","Котел","Стрелци","2000204","Основно училище ""Димитър Камбуров""","2","2","2","2","95","92,5","90","87,5"
"Сливен","Котел","Градец","2000206","Основно училище ""Капитан Петър Пармаков""","57","57","57","57","70,26","60","73,6","70,44"
"Сливен","Котел","Кипилово","2000208","Основно училище ""Свети свети Кирил и Методий""","4","4","4","4","73,75","63,75","76,25","76,25"
"Сливен","Котел","Мокрен","2000209","Основно училище ""Христо Ботев""","10","10","10","10","53","47","59,5","61"
"Сливен","Котел","Пъдарево","2000212","Основно училище ""Георги Стойков Раковски""","3","3","3","3","48,33","28,33","58,33","40"
"Сливен","Котел","Филаретово","2000213","Основно училище ""Д-р Петър Берон""","2","2","2","2","67,5","70","65","85"
"Сливен","Котел","Ябланово","2000214","Основно училище ""Никола Йонков Вапцаров""","45","45","45","45","57,56","58,89","64,44","69"
"Сливен","Котел","Соколарци","2000217","Основно училище ""Хаджи Димитър""","1","1","1","1","90","75","80","90"
"Сливен","Нова Загора","Нова Загора","2000301","Начално училище ""Свети Паисий Хилендарски""","31","31","31","31","83,39","74,84","85,48","83,71"
"Сливен","Нова Загора","Нова Загора","2000302","Начално училище ""Любен Каравелов""","71","73","74","76","94,3","86,64","93,72","90,59"
"Сливен","Нова Загора","Нова Загора","2000303","Основно училище ""Христо Смирненски""","54","53","54","54","60,28","58,02","61,94","63,33"
"Сливен","Нова Загора","Нова Загора","2000304","Средно училище ""Иван Вазов""","26","29","27","29","50,38","55,69","57,78","56,38"
"Сливен","Нова Загора","Нова Загора","2000305","Средно училище ""Христо Ботев""","55","55","52","54","76,55","68,36","81,63","80,56"
"Сливен","Нова Загора","Баня","2000310","Основно училище ""Злати Терзиев""","16","15","16","16","57,5","44","58,13","76,56"
"Сливен","Нова Загора","Караново","2000313","Начално училище ""Д-р Петър Берон""","14","14","13","13","63,21","69,29","71,54","63,46"
"Сливен","Нова Загора","Коньово","2000314","Основно училище ""Свети свети Кирил и Методий""","12","12","12","12","72,5","50,42","58,75","53,75"
"Сливен","Нова Загора","Кортен","2000315","Основно училище ""Петко Рачев Славейков""","5","5","5","5","69","71","75","76"
"Сливен","Нова Загора","Любенова махала","2000316","Основно училище ""Иларион Макариополски""","6","6","5","5","63,33","56,67","72","65"
"Сливен","Нова Загора","Стоил войвода","2000321","Основно училище"" Свети Паисий Хилендарски""","18","17","16","17","68,89","75,29","70,63","68,24"
"Сливен","Нова Загора","Съдиево","2000322","Основно училище ""Христо Ботев""","16","16","17","17","63,44","63,44","62,94","65,29"
"Сливен","Твърдица","Твърдица","2000402","Средно училище ""Неофит Рилски""","73","77","69","70","58,77","60,06","68,19","61,79"
"Сливен","Твърдица","Бяла паланка","2000405","Основно училище ""Никола Йонков Вапцаров""","8","8","8","8","82,5","63,75","72,5","74,38"
"Сливен","Твърдица","Оризари","2000406","Начално училище ""Христо Ботев""","8","8","8","8","59,38","29,38","52,5","41,25"
"Сливен","Твърдица","Сборище","2000407","Основно училище ""Никола Прокопиев""","18","20","18","18","57,5","53,75","57,5","57,22"
"Сливен","Твърдица","Шивачево","2000408","Средно училище ""Георги Алексиев Каравелов""","60","61","53","48","61,42","50,66","66,7","67,6"
"Смолян","Смолян","Смолян","2100103","Средно училище ""Св. Св. Кирил и Методий""","66","60","64","63","72,42","68,58","80,78","81,59"
"Смолян","Смолян","Смолян","2100104","ОСНОВНО УЧИЛИЩЕ ""Юрий Гагарин""","15","14","15","15","89,33","86,07","97","90,33"
"Смолян","Смолян","Смолян","2100105","Средно училище ""Отец Паисий""","23","23","23","23","94,13","81,09","97,61","91,74"
"Смолян","Смолян","Смолян","2100107","Основно училище ""Професор доктор Асен Златаров""","53","52","53","53","81,79","71,06","87,08","89,53"
"Смолян","Смолян","Смолян","2100109","Основно училище ""Стою Шишков""","33","33","33","33","85,91","68,18","84,7","85"
"Смолян","Смолян","Смолян","2100110","ОСНОВНО УЧИЛИЩЕ ""ИВАН ВАЗОВ""","74","76","75","75","89,53","86,25","92,4","94,33"
"Смолян","Смолян","Арда","2100119","Основно училище ""Св. Св. Кирил и Методий""","3","3","3","3","100","93,33","96,67","98,33"
"Смолян","Смолян","Момчиловци","2100122","Основно училище ""Св. Св. Кирил и Методий""","7","7","7","7","85,71","77,86","91,43","92,86"
"Смолян","Смолян","Смилян","2100124","ОСНОВНО УЧИЛИЩЕ ""СВ. СВ. КИРИЛ И МЕТОДИЙ""","23","22","22","23","65","65,68","79,09","77,83"
"Смолян","Смолян","Търън","2100125","Основно училище ""Стою Шишков""","16","16","16","16","90,94","83,13","94,69","91,88"
"Смолян","Смолян","Широка лъка","2100128","Основно училище ""Никола Йонков Вапцаров""","3","3","3","3","90","75","90","93,33"
"Смолян","Баните","Баните","2100201","Средно училище ""Христо Ботев""","8","8","8","8","83,75","76,88","90,63","86,88"
"Смолян","Баните","Давидково","2100203","Основно училище ""Св.Св. Кирил и Методий""","7","7","7","7","57,14","66,43","70","64,29"
"Смолян","Борино","Борино","2100301","Средно училище ""Никола Йонков Вапцаров""","10","10","11","11","85,5","73","88,18","94,09"
"Смолян","Борино","Ягодина","2100303","Основно училище ""Отец Паисий""","2","2","2","2","82,5","85","97,5","80"
"Смолян","Девин","Девин","2100401","Средно училище ""Христо Ботев""","44","43","44","44","80,34","69,42","86,36","90"
"Смолян","Девин","Грохотно","2100405","Основно училище ""Гео Милев""","15","15","15","15","79","79,67","88,67","80,33"
"Смолян","Девин","Гьоврен","2100406","Основно училище ""Пейо Крачолов Яворов""","5","5","5","5","86","84","100","92"
"Смолян","Девин","Лясково","2100407","Основно училище ""Христо Ботев""","4","4","4","4","68,75","57,5","87,5","80"
"Смолян","Девин","Девин","2100409","Основно училище ""Св.Св.Кирил и Методий""","3","3","3","3","90","88,33","91,67","90"
"Смолян","Девин","Селча","2100412","Основно училище ""Отец Паисий""","2","2","2","2","80","82,5","100","87,5"
"Смолян","Неделино","Неделино","2100501","Средно училище "" Свети Свети Кирил и Методий""","36","36","35","35","92,5","81,81","91,71","90"
"Смолян","Неделино","Средец","2100502","Основно училище ""Васил Левски""","2","2","2","2","95","95","100","95"
"Смолян","Златоград","Старцево","2100602","Средно училище ""Свети княз Борис I""","10","10","10","10","74","68","87,5","84,5"
"Смолян","Златоград","Долен","2100605","ОСНОВНО УЧИЛИЩЕ ""Свети Свети Кирил и Методий""","10","10","10","10","75","73","87","84,5"
"Смолян","Златоград","Златоград","2100606","Основно училище ""Васил Левски""","52","52","50","50","80,29","79,42","88,8","87,9"
"Смолян","Златоград","Ерма река","2100607","Основно училище ""Васил Левски""","2","2","2","2","85","70","75","80"
"Смолян","Мадан","Мадан","2100701","Средно училище ""Отец Паисий""","47","48","48","47","80,43","74,79","91,77","92,02"
"Смолян","Мадан","Мадан","2100704","Основно училище ""Никола Йонков Вапцаров""","9","9","9","9","88,89","90,56","95","95"
"Смолян","Мадан","Средногорци","2100709","ОСНОВНО УЧИЛИЩЕ ""ПЕТКО РАЧОВ СЛАВЕЙКОВ""","16","16","16","16","66,56","77,19","85,94","83,75"
